record_id,patent_id,title,abstract,rep_claim,app_no,grant_no,pub_no,app_date,grant_date,assignee,current_owner,assignee_country,cpc_main_orig,cpc_main,cpc_all,family_id,family_size,n_backward_cites,n_forward_cites,n_claims,wips_key,label_v1
17/242893,11919146,"Method, system, and non-transitory computer-readable recording medium for controlling a serving robot",A method for controlling a serving robot is provided. The method includes the steps of: acquiring at least one of weight information on a support coupled to the serving robot and image information on the support; recognizing at least one serving object placed on or removed from the support on the basis of at least one of the weight information and the image information; and determining at least one destination of the serving robot on the basis of a result of the recognition and order information of at least one customer in a serving place.,"1. A method for controlling a serving robot, the method comprising the steps of: acquiring weight information on a support coupled to the serving robot;recognizing at least one serving object placed on or removed from the support on the basis of the weight information; anddetermining at least one destination of the serving robot on the basis of a result of the recognition and order information of at least one customer in a serving place,wherein in the recognizing step, what serving object is placed on or removed from the support is recognized by processing the weight information with reference to a database on weights of serving objects capable of being provided in the serving place.",17/242893,11919146,2022-0347858,2021-04-28,2024-03-05,"Bear Robotics, Inc.","BEAR ROBOTICS, INC.",US,B25J-0011/008,B25J-0011/008,B25J-0011/008 | B25J-0013/085 | B25J-0019/023 | G06Q-0050/12,86819959,5,18,0,13,4924010001974,GRAY
17/453724,12202121,Robot,"A robot includes: a communication unit that receives a remote operation instruction by a user terminal of a user; a body unit capable of traveling; a head unit attached to the body unit and capable of changing a direction; a camera; a control unit that controls the body unit, the head unit, and the camera, based on the operation instruction; and an operation switching input unit that switches between the operation instruction by the user terminal of the user and an operation instruction by a facility terminal of a facility user, and when switching the operation instruction, the operation switching input unit requests the user for whether to approve user switching, and when the user approves the user switching of the operation instruction via the user terminal, the operation switching input unit switches the operation instruction by the user terminal to the operation instruction by the facility terminal.","1. A robot that travels in a predetermined facility comprising: a communication unit having a transmitter and a receiver, and that receives a remote operation instruction by one user terminal of an out-facility user outside the facility and an operation instruction by an in-facility user terminal of an in-facility user inside the facility;a body unit having a traveling actuator for traveling;a head unit attached to the body unit and including a rotating actuator for rotating the head unit left and right with respect to the body unit, and a vertically moving actuator for moving the head unit up and down with respect to the body unit;a camera attached to the head unit; anda processor that controls the body unit, the traveling actuator, the head unit, the rotating actuator, the vertically moving actuator, and the camera, based on at least one of the remote operation instruction and the operation instruction that has been received by the communication unit;wherein the processor includes an operation switching input unit that switches between a control of the robot by the remote operation instruction by the one user terminal of the out-facility user and a control of the robot by the operation instruction by the in-facility user terminal of the in-facility user,wherein when switching the control of the robot from control by the remote operation instruction to control by the operation instruction, the operation switching input unit requests the out-facility user for whether to approve switching, and when the out-facility user approves the switching via the one user terminal, the operation switching input unit switches the control of the robot from control by the remote operation instruction to control by the operation instruction,wherein the processor, even after switching the control of the robot to the operation instruction by the in-facility user terminal, continuously receives the remote operation instruction from the one user terminal, and controls the rotating actuator and the vertically moving actuator to operate the head unit, based on the remote operation instruction from the one user terminal of the out-facility user,wherein the robot further includes a memory in which map information is stored in advance,in the map information, a plurality of sheltering places of the robot in emergency and a plurality of evacuation routes in emergency are registered,wherein the processor, when detecting that an emergency switch provided in the facility is operated, controls the robot, without obtaining approval of switching from the out-facility user, so that the robot travels autonomously from a current location to one of the plurality of sheltering places which is closest to the current location and is capable to move along a flow of evacuees present in the facility moving in the evacuation routes.",17/453724,12202121,2022-0152836,2021-11-05,2025-01-21,"HONDA MOTOR CO., LTD.","HONDA MOTOR CO., LTD.",JP,B25J-0011/0005,B25J-0011/0005,B25J-0011/0005 | B25J-0005/00 | B25J-0005/007 | B25J-0009/0084 | B25J-0009/1664 | B25J-0009/1697 | B25J-0013/06 | G05D-0001/0011,86861356,2,9,3,8,4925004001978,GRAY
17/969381,12202122,Autonomous drive through system and a method thereof,"The present application relates to an autonomous drive through system and method for autonomously detecting the position of the user's face in a vehicle and through AI and robotic technology, calibrating the height, distance, and direction/orientation (x, y, z axis) of the interface associated with the device, bringing the interface closer to the user. The user (driver) either through touch screen and/or voice AI and/or pairing with a mobile device can order and/or pay and/or withdraw cash without coming out of their vehicle(s). The system includes one or more sensors, such as a camera, that provides input for autonomously adjusting height of the device with respect to the user (driver) window. Based on the location of the car window, the device adjusts its position via moving horizontally (x-axis) based on the location of the driver's window and adjusts its position vertically along the y-axis to place itself at the eye level of the user. Further, the device adjusts its position along the z-axis moving closer to the user's face allowing the user to have an efficient and convenient interaction with the system.","1. An autonomous drive through system, comprising; an edge device;at least one sensor for autonomously detecting a position of a user'ss face in a vehicle, wherein the edge device calibrates y-axis (height), x-axis (alignment), and z-axis (distance);at least one motor placed in the system for facilitating the motion of the edge device in the x, y, and z axis;wherein the edge device comprises; a AI model loaded on the processor, wherein the AI model processes and computes received input data from the one or more sensors and renders an output decision to determine a position of a stopped vehicle and the user'ss face in the vehicle;a voice AI subsystem, wherein the subsystem includes a voice AI model, at least one microphone connected with a main controller circuit to enable voice based interaction of the user with the edge device; anda display screen, wherein the screen enables real time interaction of the user with the edge device, including interaction via user'ss toucha System on Module (SOM) embedded with a processor and interfaced with wireless network protocols or cellular network technology;the wireless network protocol or cellular network technology connected to a server, wherein the protocol enables uploading of data by transferring field ground data from the system to the server; anda power supply.",17/969381,12202122,2024-0131718,2022-10-19,2025-01-21,Techolution Consulting LLC,Techolution Consulting LLC,US,B25J-0011/0005,B25J-0011/0005,B25J-0011/0005 | B25J-0009/163 | B25J-0009/1664 | B25J-0009/1679 | B25J-0011/0045 | B25J-0011/008,86861357,1,3,1,11,4925004001979,GRAY
17/474593,12202128,Robotic picking assemblies with highly damped suction cups,"Systems and methods are disclosed for robotic picking assemblies with highly damped suction cups. In one embodiment, an example suction cup for a picking assembly may include a shell formed of an elastomeric material, where the shell forms a first bellow. The suction cup may include a first fluid chamber disposed on an outer portion of the suction cup, a first opening, where fluid from the first fluid chamber passes through the first opening, and an optional second fluid chamber disposed on an inner portion of the suction cup. The suction cup may include an optional second opening formed in the shell, where fluid from the second fluid chamber passes through the second opening. The first fluid chamber and the second fluid chamber may be configured to dampen movement of the suction cup.","1. A robotic picking assembly comprising: a robotic manipulator;a vacuum suction system configured to provide negative air pressure; anda picking assembly coupled to the robotic manipulator and the vacuum suction system, the picking assembly configured to pick up and release individual items, the picking assembly comprising: a suction cup comprising: a shell formed of an elastomeric material, wherein the shell forms a first bellow and a second bellow of the suction cup;a flexible outer surface material disposed between the first bellow and the second bellow;a flexible inner surface material that forms a vacuum flow passage along a central axis of the suction cup;a first fluid chamber disposed between the flexible inner surface material and a first portion of the shell that forms the first bellow;a first aperture formed in the first portion of the shell, wherein fluid from the first fluid chamber can pass through the first aperture;a second fluid chamber disposed between the shell and the flexible outer surface material; anda second aperture formed in the flexible outer surface material, wherein fluid from the second fluid chamber can pass through the second aperture;wherein the flexible inner surface material and the flexible outer surface material are configured to deform while grasping an item.",17/474593,12202128, ,2021-09-14,2025-01-21,"Amazon Technologies, Inc.","AMAZON TECHNOLOGIES, INC.",US,B25J-0015/0683,B25J-0015/0683,B25J-0015/0683 | B25J-0015/0023 | B25J-0015/0616 | B25J-0019/0091 | F16F-0015/023 | F16F-2222/12 | F16F-2230/36 | F16F-2232/08,86861363,1,6,1,19,4925004001985,GRAY
17/509100,12202141,"Method of supporting adjustment of parameter set of robot, a non-transitory computer-readable storage medium, and information processing device","A method of the present disclosure includes (a) a step of receiving track information for specifying a track of a target operation of a robot, (b) a step of acquiring, according to an instruction to adjust a parameter set for controlling the target operation, about one or more initial parameter sets, values of evaluation indicators of control results obtained when causing the robot to execute the target operation using the respective initial parameter sets, (c) a step of displaying, on a display section, one or more reference displays based on the acquired values of the evaluation indicators, and (d) a step of receiving an input of condition information for deciding a condition of optimization processing for the parameter set, the condition information being condition information about the evaluation indicators, performing the optimization processing for the parameter set according to the condition information, and determining a value of a new parameter set.","1. A method of supporting adjustment of a parameter set of a robot, the method comprising: (a) a step of receiving track information for specifying a track of a target operation of the robot;(b) a step of acquiring, according to an instruction to adjust a parameter set for controlling the target operation, values of evaluation indicators of control results obtained when causing the robot to execute the target operation using at least one initial parameter sets out of a plural initial parameter sets prepared in advance;(c) a step of displaying, on a display section, one or more reference values of the evaluation indicators based on the acquired values of the evaluation indicators, the evaluation indicators being at least one of the operation time, the overshoot amount, the vibration amount, the noise level, the estimated life, and the torque ratio; and(d) a step of receiving condition information for deciding a condition of optimization processing for the parameter set, the condition information being condition information about the evaluation indicators, performing the optimization processing for the parameter set according to the condition information, and determining a value of a new parameter set,wherein the step (c) includes displaying, on the display section, two or more operation modes corresponding to two or more candidates of the condition information, andwherein the step (d) includes:receiving the condition information by receiving selection out of the two or more operation modes,determining, based on the condition information, a search range of the optimization processing, wherein the condition information is a restriction value for the optimization processing;determining, as the parameter set used for the optimization processing, the initial parameter sets associated with the condition information; andperforming the optimization processing for the parameter set using the search range and the parameter set used for the optimization processing and determining values of a new parameter set.",17/509100,12202141,2022-0126440,2021-10-25,2025-01-21,SEIKO EPSON CORPORATION,SEIKO EPSON CORPORATION,JP,B25J-0009/163,B25J-0009/163,B25J-0009/163 | B25J-0009/1653 | B25J-0009/1689 | G05B-2219/39412,86861375,3,23,4,6,4925004001997,GRAY
17/502699,12202146,Method of robotic system dynamic velocity modification,"A method and system for robotic motion planning which perform dynamic velocity attenuation to avoid robot collision with static or dynamic objects. The technique maintains the planned robot tool path even when speed reduction is necessary, by providing feedback of a computed slowdown ratio to a tracking controller so that the path computation is always synchronized with current robot speed. The technique uses both robot-obstacle distance and relative velocity to determine when to apply velocity attenuation, and computes a joint speed limit vector based on a robot-obstacle distance, a maximum obstacle speed, and a computed stopping time as a function of the joint speed. Two different control structure implementations are disclosed, both of which provide feedback of the slowdown ratio to the motion planner as needed for faithful path following. A method of establishing velocity attenuation priority in multi-robot systems is also provided.","1. A method for adaptive robot velocity modification, said method executed on one or more computing devices and comprising: providing a robot reference path which defines a robot movement for a task to be performed by the robot;providing obstacle data characterizing obstacles in a robot workspace;performing a robot velocity modification calculation when indicated by the obstacle data, including determining a joint speed limit for each joint in the robot, and calculating a robot slowdown ratio as a minimum value, among all of the joints, of the joint speed limit divided by a maximum speed for each joint;computing a commanded robot motion using the robot slowdown ratio and a desired robot motion;using the robot slowdown ratio to compute a new position along the robot reference path, and using the new position along the robot reference path to compute the desired robot motion for a next robot control cycle; andproviding the commanded robot motion to a controller module which controls motions of the robot.",17/502699,12202146,2023-0123463,2021-10-15,2025-01-21,FANUC CORPORATION,FANUC CORPORATION,JP,B25J-0009/1666,B25J-0009/1666,B25J-0009/1666 | B25J-0009/1651 | B25J-0009/1676 | B25J-0009/1682 | B25J-0013/08 | G05B-2219/34216 | G05B-2219/39001 | G05B-2219/39091 | G05B-2219/40424 | G05B-2219/40425 | G05B-2219/40477,86861380,4,8,9,25,4925004002002,GRAY
17/214922,12203952,"Processed product production apparatus, processed product production method, computer-readable storage medium, and processed product production system","A protocol created in such a format that a series of operations for process targets in the fields of engineering related to living organisms are executable by a robot 10 is acquired (S1). The robot 10 is controlled to implement the operations for the process targets according to the protocol (S2). In order to modify the protocol after the implementation of the operations, modification information on at least one action among basic actions which serve as bases for implementing the operations and is performed on an instrument used by the robot 10 in the operations, and complementary actions which complement the basic actions is acquired (S5). The robot 10 is controlled to produce processed products from the process targets by using the protocol modified based on the modification information (S7).","1. A processed product production apparatus comprising: a protocol acquisition unit that acquires a protocol created in such a format that a series of operations for process targets in the fields of engineering related to living organisms are executable by a robot;an implementation unit that controls the robot such that the robot implements the operations for the process targets according to the protocol;a protocol modification information acquisition unit that, in order to modify the protocol after the implementation of the operations, acquires modification information on a complementary action which complements a basic action serving as a basis for implementing the operations and performed on an instrument used by the robot in the operations; anda production unit that controls the robot such that the robot produces processed products from the process targets by using a protocol modified based on the modification information;whereinthe basic action is an action with a changeable parameter that is initially set for each operation when the protocol is set, andthe complementary action is an action that is of added to the operation of the basic action or replaces the basic action.",17/214922,12203952,2021-0302447,2021-03-28,2025-01-21,KABUSHIKI KAISHA YASKAWA DENKI,KABUSHIKI KAISHA YASKAWA DENKI,JP,B25J-0009/1682,B25J-0009/1682,B25J-0009/1682 | G01N-0035/0099 | B25J-0009/1679 | B25J-0009/1697 | C12M-0025/14 | C12M-0041/48 | G05B-0019/4083 | B01L-0003/0293 | G05B-2219/39412 | G05B-2219/40205 | G05B-2219/45063 | G05B-2219/50391,86863156,4,40,2,13,4925004003797,GRAY
17/782885,12179345,"Brake assembly, joint actuator and robot","A brake assembly includes: a motor rotor; a brake disc fixed on the motor rotor; a friction plate fixed to and surrounding the brake disc; a bearing rotatably sleeved on the motor rotor; an electromagnet assembly fixed on the bearing; a baffle plate fixed to the electromagnet assembly; an armature slidably sleeved on the motor rotor, and located between the baffle plate and the electromagnet assembly; and a spring assembly provided between the armature and the electromagnet assembly. When the electromagnet assembly is de-energized, the armature is pushed by the spring assembly to move in a direction close to the baffle plate, such that the friction plate is clamped by the armature and the baffle plate to realize braking.","1. A brake assembly, comprising: a motor rotor;a brake disc fixed on the motor rotor;a friction plate fixed to and surrounding the brake disc;a bearing rotatably sleeved on the motor rotor;an electromagnet assembly fixed on the bearing;a baffle plate fixed to the electromagnet assembly and located on one side of the friction plate;an armature slidably sleeved on the motor rotor and located on another side of the friction plate, wherein the armature is located between the brake disc and the electromagnet assembly; anda spring assembly disposed between the armature and the electromagnet assembly;wherein when the electromagnet assembly is de-energized, the armature is pushed by the spring assembly to move in a direction towards the baffle plate, such that the friction plate is clamped by the armature and the baffle plate to realize braking;wherein an outer edge of the brake disc extends radially to form a plurality of blades, and an inner edge of the friction plate is provided with a plurality of receiving grooves configured to receive the blades, each of the plurality of blades includes two fork arms that are spaced apart, the two fork arms are in contact with two opposite side walls of a respective one of the receiving grooves, respectively.",17/782885,12179345,2024-0181660,2022-03-14,2024-12-31,"SHANGHAI FLEXIV ROBOTICS TECHNOLOGY CO., LTD.","SHANGHAI FLEXIV ROBOTICS TECHNOLOGY CO., LTD.",CN,B25J-0019/0004,B25J-0019/0004,B25J-0019/0004 | F16D-0055/22 | F16D-0055/28 | F16D-0059/02 | F16D-0065/122 | F16D-0065/123 | F16D-0065/125 | F16D-0065/186 | B25J-0009/12 | F16D-2065/1324 | F16D-2065/1348 | F16D-2065/1388 | F16D-2065/1392 | F16D-2065/383 | F16D-2121/22 | F16D-2250/0069,86916856,5,27,0,18,4924053002183,GRAY
17/666588,12138786,"Teaching device, teaching method, and recording medium","A teaching device generating an operation program for executing an operation of a robot having a base and a robot arm including a proximal arm coupled to the base and a distal arm coupled to a side opposite to the base of the proximal arm is provided. The teaching device includes: a display unit displaying a first operation unit accepting an operation of designating the proximal arm of the robot arm and changing an attitude of the robot arm and a second operation unit accepting an operation of designating a position of a control point set for the robot arm and changing the attitude of the robot arm; and an operation program generation unit generating the operation program, based on the attitude designated at the first operation unit or the second operation unit.","1. A teaching device generating an operation program for executing an operation of a robot having a base and a robot arm including a proximal arm coupled to the base and a distal arm coupled to a side opposite to the base of the proximal arm, the teaching device comprising: a display unit displaying a first operation unit accepting an operation of designating the proximal arm of the robot arm and changing an attitude of the robot arm anda second operation unit accepting an operation of designating a position of a control point set for the robot arm and changing the attitude of the robot arm; andan operation program generation unit generating the operation program, based on the attitude designated at the first operation unit or the second operation unit,wherein the display unit has a switching button for switching between a mode for accepting an operation of designating the proximal arm and changing the attitude of the robot arm and a mode for accepting an operation of designating the distal arm and changing the attitude of the robot arm.",17/666588,12138786,2022-0250237,2022-02-08,2024-11-12,SEIKO EPSON CORPORATION,SEIKO EPSON CORPORATION,JP,B25J-0009/0081,B25J-0009/0081,B25J-0009/0081 | B25J-0013/06 | B25J-0009/042 | B25J-0009/1664 | B25J-0009/1689 | G05B-0019/425 | G06F-0003/04817 | G06F-0003/0482 | G06F-0003/04847 | G05B-2219/40392,86921234,3,11,3,9,4924046002057,GRAY
17/525959,12053888,Suspended robot recovery,"A robot system includes a robot; a peripheral device disposed around the robot; a control unit configured to operate at least the robot based on a program; a suspension unit configured to suspend a plurality of sequential operations performed by the robot in conjunction with the peripheral device based on an operation program if an irregular state occurs in the peripheral device; and a simulator. The simulator is configured to generate a recovery program based at least on a robot state information of the robot at the time of suspending the operation due to an occurrence of the irregular state, in which the control unit is further configured to cause the robot to operate with respect to the peripheral device based on the recovery program so that an operation by the suspended operation program becomes resumable.","1. A robot system comprising: a robot;a peripheral device disposed around the robot; andcircuitry configured to: control the robot, based on an operation program, to execute a plurality of sequential operations in conjunction with a process performed on an object by the peripheral device;cause the robot to suspend the plurality of sequential operations in response to determining that an irregular state has occurred in the peripheral device;generate a recovery program based, at least in part, on robot state information identifying a state of the robot suspending the plurality of sequential operations, wherein the recovery program includes instructions for controlling the robot to execute one or more additional operations on the object, other than the plurality of sequential operations;control the robot, based on the recovery program, to execute the one or more additional operations on the object, so that the robot eliminates the irregular state; andcause the robot to resume the plurality of suspended sequential operations, in conjunction with the process performed by the peripheral device, in response to determining that the irregular state has been eliminated.",17/525959,12053888,2022-0072703,2021-11-15,2024-08-06,KABUSHIKI KAISHA YASKAWA DENKI,KABUSHIKI KAISHA YASKAWA DENKI,JP,B25J-0009/1653,B25J-0009/1653,B25J-0009/1653 | B25J-0009/1666 | B25J-0009/1671 | B25J-0009/1674 | B25J-0009/1676 | B25J-0009/1664 | G05B-2219/40164 | G05B-2219/40204 | G05B-2219/40314 | G05B-2219/40516,86941382,7,33,2,20,4924032001932,GRAY
16/507599,12186885,Device for performing emotional gestures to interact with a user,"A device for performing emotional gestures to interact with a user. The device includes a base; a controller; a first body portion pivotally connected to the base, the first body portion having a first aperture; an electro-mechanical member disposed within the first body portion and connected to the controller; and a second body portion connected to the electro-mechanical member, the second body portion having a second aperture. The electro-mechanical member is configured to extend from the first body portion through the first aperture to the second body portion through the second aperture and the controller is configured to control movements of the electro-mechanical member and the first body portion, where the movements include emotional gestures.","1. A social robot for performing emotional gestures to interact with a user, comprising: a base of the social robot;a controller operatively coupled to the base and configured to receive inputs from a plurality of sensors;a first body portion pivotally connected to the base, the first body portion further comprising a first aperture;an electro-mechanical member disposed within the first body portion and connected to the controller; anda second body portion connected to the electro-mechanical member, the second body portion further comprising a second aperture;wherein the electro-mechanical member is configured to extend from the first body portion through the first aperture to the second body portion through the second aperture;wherein the electro-mechanical member further comprises an arm and a spring system coupled to an electric motor, wherein the spring system is structured to allow for smooth movements of the arm and the second body portion; andwherein the controller is configured to control movements of the electro-mechanical member and the first body portion based on the inputs from the plurality of sensors, so that the electro-mechanical member enables motion of the second body portion with respect to the first body portion initiating emotional gestures.",16/507599,12186885,2019-0329416,2019-07-10,2025-01-07,"Intuition Robotics, Ltd","INTUITION ROBOTICS, LTD.",IL,B25J-0011/001,B25J-0011/001,B25J-0011/001 | G06F-2203/011 | G06F-0003/011 | H04L-0051/10 | B25J-0013/003 | B25J-0013/081 | B25J-0013/086 | B25J-0013/087,87001898,9,21,0,12,4925002002194,GRAY
18/804271,12186923,Autonomous driving robot capable of obstacle avoidance movement,"The present disclosure relates to an autonomous driving robot that can move without user intervention. The autonomous driving mobile robot able includes a PC that receives vision data from a vision device, sets a route, generates operation commands, and thereby controls a motor drive board and a power supply board, in which the PC is configured with a state determination module and a trajectory generation module and a state determination module determines whether the robot is at a location less than or equal to a first threshold distance from a destination is performed after determining a position and direction of the robot. When the robot is located at the location less than or equal to the first threshold distance from the destination, the trajectory generation module generates a stationary trajectory where the speed of the robot decreases and becomes zero as the robot approaches the destination.","1. An autonomous driving mobile robot able to move by avoiding an obstacle, the autonomous driving mobile robot comprising: a motor;a motor drive board that controls the motor;a battery;a power supply board that controls the battery;a vision device that acquires surrounding vision data; anda PC that receives the vision data from the vision device 150, sets a route, generates operation commands, and thereby controls the motor drive board 120 and power supply board 140, whereinthe PC is configured with a state determination module and a trajectory generation module,the state determination module performs an arrival determination step of determining whether the robot is at a location less than or equal to a first threshold distance from a destination is performed after performing a robot state determination step of determining a position and direction of the robot, and if the robot is located at the location less than or equal to the first threshold distance from the destination, the trajectory generation module performs a stationary trajectory generation step to generate a stationary trajectory where speed of the robot decreases and becomes zero as the robot approaches the destination,when it is determined that the robot is at a location exceeding a first threshold distance from a destination in the arrival determination step, the state determination module performs a backward movement determination step that determines a need for backward movement and whether a destination trajectory is generated up to a destination toward a rear of the robot, and when it is determined that the backward movement is needed and the destination trajectory is generated, the trajectory generation module performs a backward movement trajectory generation step to generate a backward trajectory, andwhen it is determined that there is no need for backward movement or in the backward movement determination step and the destination trajectory is not generated, the state determination module performs an avoidance determination step, and, if there is no trajectory along which it is able to reach the destination without colliding with an obstacle, the trajectory generation module performs an avoidance trajectory generation step to set a local destination point and generate an avoidance trajectory leading to the local destination point.",18/804271,12186923,2024-0399591,2024-08-14,2025-01-07,"TWINNY CO., LTD.","TWINNY CO., LTD.",KR,B25J-0009/1697,B25J-0009/1697,B25J-0009/1697 | B25J-0005/007 | B25J-0009/16 | B25J-0009/1664 | B25J-0009/1676 | B25J-0019/00 | B25J-0019/04,87013686,3,5,0,3,4925002002230,GRAY
17/725039,12186894,Articulated mechanism with protective sleeve at joint,"An assembly of links and motorized joint unit comprises two or more links. The links have a tubular body, one or both ends of the tubular body being an open end. A motorized joint unit has a first portion received in the open end of the tubular body of a first of the links so as to be secured relative to the first of the links. A second portion is rotatable relative to the first portion by actuation of the motorized joint unit, the second portion received in the open end of the tubular body of a second of the links, the motorized joint unit secured relative to the second of the links. A protective sleeve has a tubular body mounted over part of the motorized joint unit to cover a gap between the first and the second of the links, the protective sleeve having a rigid annular member and a flexible annular member, the flexible annular member foldable onto the rigid annular member.","1. A protective sleeve for covering a joint between links of a robotic arm, comprising: a rigid annular member extending around an axis and extending longitudinally relative to the axis, the rigid annular member having an outer face; anda flexible annular member extending around the axis and abutting the outer surface of the rigid annular member, the flexible annular member and the rigid annular member axially overlapping each other relative to the axis, the flexible annular member having a portion extending axially beyond the rigid annular member, the flexible annular member foldable onto a folded configuration in which the portion of the flexible annular member is folded onto the rigid annular member by being flipped onto itself and in which the portion axially overlaps the rigid annular member.",17/725039,12186894,2022-0241991,2022-04-20,2025-01-07,KINOVA INC.,KINOVA INC.,CA,B25J-0017/00,B25J-0017/00,B25J-0017/00 | B25J-0019/0075 | B25J-0009/106 | B25J-0018/00,87014842,3,38,0,13,4925002002203,GRAY
17/224809,11618159,Soft continuum robotic module,"A soft continuum robotic module comprises a plurality of inflatable actuators disposed between plates. Via inflation or deflation of one or more of the actuators, the module may extend, contract, twist, bend, and/or exert a grasping force. One or more modules may be combined to form a robotic arm with multiple degrees of freedom.","1. A soft continuum robotic module, comprising: a first set of inflatable actuators, the first set of inflatable actuators operable to extend the robotic module;a second set of inflatable actuators, the second set of inflatable actuators operable to twist the robotic module;an inflation component to inflate and deflate the inflatable actuators; anda stretch sensor disposed on at least one inflatable actuator in order to characterize movement and/or positioning of the soft continuum robotic module,wherein the inflatable actuators comprise a knit stretch fabric, andwherein at least one inflatable actuator comprises: a conductive knit fabric for use as a sensor;a first layer of thermoplastic polyurethane (TPU);a TPU-coated nylon reinforcement layer;a second layer of TPU;a knit stretch textile; anda heat-sealed TPU actuator.",17/224809,11618159,2021-0308861,2021-04-07,2023-04-04,Arizona Board of Regents on Behalf of Arizona State University,ARIZONA BOARD OF REGENTS ON BEHALF OF ARIZONA STATE UNIVERSITY,US,B25J-0009/142,B25J-0009/142,B25J-0009/142 | B25J-0009/1075 | B25J-0013/088 | B25J-0018/06,87015185,3,5,6,6,4923014001476,GRAY
16/201294,11992931,Method and apparatus for efficient automated production of deboned and other meat cuts utilizing an ultrasonic knife and coupled controller,"The technology as disclosed herein includes a method and apparatus for deboning a meat item, and more particular for deboning a poultry item including performing an initial shoulder cut for removing boneless breast meat from the poultry carcass or frame. The method and apparatus disclosed and claimed herein is a combination of a robotic arm including an ultrasonic knife implement and a vision system for varying the cut path based on the shape and size of the poultry item. The combination as claimed including the ultrasonic knife can perform a meat cut while penetrating the meat with less force than the typical penetration that occurs when using a traditional knife.","1. An automated computer controlled method for performing a meat cut comprising: capturing a three dimensional image of a meat item with a three dimensional vision system coupled to a computer that derives point cloud data from the three dimensional image with a point cloud engine processing at the computer, where said point cloud data is representative of a surface contour of the captured three dimensional image of the meat item;cropping with the point cloud engine, the point cloud data thereby creating and storing a cropped version of the point cloud data for use in defining distinctive local features;transforming with the point cloud engine, the cropped version of the point cloud data to include a set of distinctive local features each representing a region and characterizing each of the set of distinctive local features with descriptors containing local surface properties, thereby creating, using feature-based image registration, a derived point cloud data set having the set of distinctive local features each with descriptors containing local surface properties;categorizing parts of the derived point cloud data set based on the distinctive local features and descriptors, thereby determining structures and corresponding locations;comparing, with a template comparison and selection engine processing at the computer, the derived point cloud data set with one or more point cloud template data sets stored in a database and selecting a selected point cloud template data set that matches the derived point cloud data set based on determining the best match of the distinctive local features and descriptors and the determined structures and corresponding locations;aligning, with an alignment and cut path adjustment engine processing at the computer, the selected point cloud template data set with the derived point cloud data set based on the distinctive local features and descriptors and the determined structures and corresponding locations, thereby defining alignment adjustments and retrieving cut path control data that corresponds to the selected point cloud template data set;calculating a final cut path control data from the retrieved cut path control data corresponding to the selected point cloud template data set based on the defined alignment adjustments;controlling and articulating a blade of an ultrasonic knife, in relation to a predetermined axis of the ultrasonic knife, with the final cut path control data along a final cut path with multiple degrees of freedom while cutting a meat item, where articulating along the final cut path includes vibrating the blade at an ultrasonic frequency; andcontrolling the ultrasonic knife implement to cause a blade of the ultrasonic knife implement to vibrate at an ultrasonic frequency.",16/201294,11992931, ,2018-11-27,2024-05-28,"Tyson Foods, Inc.","SOUTHWEST RESEARCH INSTITUTE | TYSON FOODS, INC.",US,B25J-0011/0055,B25J-0011/0055,B25J-0011/0055 | A22B-0005/0035 | A22C-0017/0006 | A22C-0017/0086 | B26D-0005/007 | B26D-0007/086 | G05B-0019/4155 | A22C-0017/004 | B25J-0009/16 | B26D-0001/0006 | B26D-2001/0053 | B26D-2001/0086,87017089,8,17,2,12,4924022002049,GRAY
17/300010,12194615,Surface removal system,"A hydraulically operated tool adapted to remove coatings and surfaces from a substrate. The tool may comprise a robotic machine that includes a surface removal tool, a manipulator arm, and a rotation assembly. The manipulator arm may position the surface removal tool to a location along the substrate. The rotation assembly may adjust an angular position of the surface removal tool. A first end of the manipulator arm may be coupled to the surface removal tool, and a second end of the manipulator arm may be coupled to the rotation assembly. The manipulator arm may be hydraulically extended and retracted. The rotation assembly may comprise a spindle, and may be attached to a hinge pin and an air bladder.","1. A robotic machine for removing a layer from a substrate, comprising: a surface removal tool;a manipulator arm having a first end coupled to the surface removal tool, wherein the manipulator arm positions the surface removal tool at a location along the substrate;a rotation assembly coupled to a second end of the manipulator arm for adjusting an angular position of the surface removal tool, wherein the rotation assembly comprises a spindle, wherein the spindle is adapted to rotate, the spindle held by a spindle nut within a hub plate of the rotation assembly;a hinge pin attached to the rotation assembly via a hinge of the hub plate, the hinge pin further attached to a base plate; and,one or more air bladders coupled to the hub plate and the base plate, the air bladders biasing the base plate such that the surface removal tool is maintained at a set angle of contact.",17/300010,12194615, ,2021-02-05,2025-01-14,The United States of America as represented by the Secretary of the U.S. Navy | The United States of America as represented by the Secretary of the Navy,THE UNITED STATES,US,B25J-0011/0055,B25J-0011/0055,B25J-0011/0055 | B25J-0011/0065 | B25J-0013/06 | B25J-0017/0258,87017226,7,6,0,15,4925003002036,GRAY
