record_id,등록번호,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,출원일,WIPS패밀리 ID,Current CPC Main,relevance_score,candidate_type,label_v1,gold_v1_1,adjust
18/007406,12558793,Numerical control system and robot control method,FANUC CORPORATION,FANUC,FANUC,JP,2021-08-05,112490155,B25J-0013/06,0.7,positive,GRAY,False,제외:오탐사전(밸런서·NC 등)
18/023258,12194622,Balancer and robot system,FANUC CORPORATION,FANUC,FANUC,JP,2021-09-13,113069504,B25J-0019/0016,0.7,positive,GRAY,False,제외:오탐사전(밸런서·NC 등)
18/302838,12623345,Path generation method of generating path of robot using command from external apparatus and robot control system,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2023-04-19,114850760,B25J-0009/1664,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
18/018199,12629832,Robot control device,FANUC CORPORATION,FANUC,FANUC,JP,2021-08-18,115040062,B25J-0009/1666,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
15/082700,10022862,Control-command architecture for a mobile robot using articulated limbs,Alderbaran Robotics | Aldebaran Robotics,ALDERBARAN ROBOTICS,ALDERBARAN ROBOTICS,FR,2016-03-28,4506304,B25J-0009/161,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
15/274118,10040197,Control device for mobile robot,"HONDA MOTOR CO., LTD",HONDA MOTOR,HONDA,JP,2016-09-23,17149538,B25J-0009/1669,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
15/892544,10144130,Autonomous mobile system,"HONDA MOTOR CO., LTD.",HONDA MOTOR,HONDA,JP,2018-02-09,17381465,B25J-0009/1666,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
14/703050,9280159,Shutdown method by using local control board,Google Inc.,GOOGLE,ALPHABET,US,2015-05-04,27770506,B25J-0009/1674,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
16/639382,11458632,Robot having reduced vibration generation in in arm portion,SONY CORPORATION,SONY,SONY,JP,2018-05-16,28572116,B25J-0009/1682,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
17/018925,11642784,Database construction for control of robotic manipulator,"Honda Motor Co., Ltd.",HONDA MOTOR,HONDA,JP,2020-09-11,28641676,B25J-0009/1658,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
16/940566,11691270,"Mechanism with three degrees-of-freedom (DOF) output to provide independent control over roll, pitch, and yaw of output structure",Sanctuary Cognitive Systems Corporation,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2020-07-28,28658943,B25J-0009/102,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
17/833998,12330295,"Tapered hydraulic hose, methods of making, and applications thereof in robot systems",SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2022-06-07,101853410,B25J-0019/0029,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
18/588919,12269170,"Systems, methods, and computer program products for generating robot training data",SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2024-02-27,105081970,B25J-0009/1671,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
18/135673,12600038,Motion control method and robot,"BEIJING XIAOMI ROBOT TECHNOLOGY CO., LTD.",BEIJING XIAOMI ROBOT TECHNOLOGY,BEIJING XIAOMI ROBOT TECHNOLOGY,CN,2023-04-17,114068375,B25J-0009/1664,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
17/749536,12569982,"Systems, devices, and methods for a hydraulic robotic arm",SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2022-05-20,114245295,B25J-0009/14,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
18/432400,12678948,Method and system of generating a feasible smooth reference trajectory for an actuator,Sanctuary Cognitive Systems Corporation,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2024-02-05,116709547,B25J-0009/1651,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
