출원번호,등록번호,출원일,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,WIPS패밀리 ID,_패밀리내건수,Current CPC Main,label_v1,label_source,신호_휴머노이드,신호_Tier,신호_제외_수술,신호_제외_외골격,신호_제외_청소,신호_제외_물류전용,신호_제외_완구,_결함
17/190411,11878429,2021-03-03,"Robot control apparatus, robot control system, and robot control method",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5585586,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
17/213285,11712803,2021-03-26,Teaching method,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,미상,5587859,1,B25J-0009/1656,GRAY,,False,True,False,False,False,False,False,
17/270442,11745355,2019-10-17,"Control device, control method, and non-transitory computer-readable storage medium",OMRON CORPORATION,OMRON,OMRON,JP,5589056,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
17/214908,12122989,2021-03-28,"Cell production apparatus, cell production method, computer-readable storage medium, and cell production system",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5590591,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
17/209436,11639002,2021-03-23,"Control system, control method, and program",TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,5590592,1,B25J-0013/006,GRAY,,False,False,False,False,False,False,False,
17/418997,12036675,2019-12-27,"Robot control device, robot system, and robot control method",KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,5599298,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
17/275311,12049011,2019-11-27,"Robot control device, robot control method, and recording medium storing robot control program",OMRON CORPORATION,OMRON,OMRON,JP,5604847,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
17/424017,11992957,2019-02-05,Mounting-related device and rail device,FUJI CORPORATION,FUJI,FUJI,JP,5611040,1,B25J-0009/1682,GRAY,,False,True,False,False,False,False,False,
16/297030,11613018,2019-03-08,Robotic manipulation intelligence systems and methods for automatic restocking of items in retail store environments,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5620829,1,B25J-0009/1669,GRAY,,False,True,False,False,False,False,False,
17/360676,11707841,2021-06-28,Automated fiber bundle placement apparatus,TSUDAKOMA KOGYO KABUSHIKI KAISHA,TSUDAKOMA KOGYO,TSUDAKOMA KOGYO,JP,5621799,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
17/275307,11981032,2019-03-15,"Robot control device, method and program for a recovery after an obstruction",OMRON CORPORATION,OMRON,OMRON,JP,5622282,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
17/432965,11878414,2020-03-10,Joint structure of robot,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,5623458,1,B25J-0009/106,GRAY,,False,True,False,False,False,False,False,
16/750855,11511425,2020-01-23,Robot stopping parallel to installed object and method of stopping the same,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,5624603,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
17/599181,11919167,2020-03-19,Specifying safe velocities for a robot manipulator,FRANKA EMIKA GMBH,FRANKA EMIKA,FRANKA,DE,5629204,1,B25J-0009/1651,GRAY,,False,True,False,False,False,False,False,
16/832690,11642796,2020-03-27,Tactile perception apparatus for robotic systems,"RIOS INTELLIGENT MACHINES, INC.",RIOS INTELLIGENT MACHINES,RIOS INTELLIGENT MACHINES,US,5631159,2,B25J-0015/08,GRAY,,False,True,False,False,False,False,False,
16/385592,11312581,2019-04-16,Object grasp system and method,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5634839,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
17/617673,11820024,2019-06-17,"Coordinate system calibration method, device, and computer readable medium","SIEMENS LTD., CHINA",SIEMENS CHINA,SIEMENS CHINA,CN,5640840,1,B25J-0009/1692,GRAY,,False,True,False,False,False,False,False,
17/594512,11426873,2020-06-05,"Sorting system, mobile robot, method for operating a sorting system, computer program product and computer-readable medium",BYSTRONIC LASER AG,BYSTRONIC LASER,BYSTRONIC LASER,CH,5641550,1,B25J-0009/1669,GRAY,,False,True,False,False,False,True,False,
16/527076,11633848,2019-07-31,Independent pan of coaxial robotic arm and perception housing,X Development LLC,X DEVELOPMENT,ALPHABET,US,5646127,1,B25J-0009/102,GRAY,,False,True,False,False,False,False,False,
16/792088,11865714,2020-02-14,Robotic limb,"Samsung Electronics Co., Ltd. | Samsung Electronics Company, Ltd.",SAMSUNG ELECTRONICS,SAMSUNG,KR,5646662,1,B25J-0009/0018,GRAY,,False,True,True,False,False,False,False,
17/615449,12109683,2019-06-06,"Tactile sensor, robot hand, and robot",OMRON CORPORATION,OMRON,OMRON,JP,5650168,1,B25J-0013/082,GRAY,,False,True,False,False,False,False,False,
17/490363,11878430,2021-09-30,Handling appliance having an adaptive collision protection system,ROBERT BOSCH GMBH,ROBERT BOSCH,ROBERT BOSCH,DE,5651490,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
17/575549,12109694,2022-01-13,Industrial robot,BECKHOFF AUTOMATION GMBH,BECKHOFF AUTOMATION,BECKHOFF AUTOMATION,DE,5655099,1,B25J-0009/08,GRAY,,False,True,False,False,False,False,False,
16/541541,11235459,2019-08-15,Inverse kinematic solver for wrist offset robots,INTRINSIC INNOVATION LLC,INTRINSIC INNOVATION,ALPHABET,US,5657643,1,B25J-0009/1607,GRAY,,False,True,False,False,False,False,False,
17/624013,11999049,2020-07-03,Tactile feedback of an end effector of a robot manipulator over different orientation ranges,FRANKA EMIKA GMBH,FRANKA EMIKA,FRANKA,DE,5660046,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
17/574577,12138796,2022-01-13,Torque control of a motor,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5662752,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
17/615676,12090634,2020-07-03,Robot cell for machine tool or assembly machine,INDUSTRIE-PARTNER GMBH RADEBEUL-COSWIG,INDUSTRIE-PARTNER RADEBEUL-COSWIG,INDUSTRIE-PARTNER RADEBEUL-COSWIG,DE,5665426,1,B25J-0013/089,GRAY,,False,True,False,False,False,False,False,
17/206426,11433530,2021-03-19,Mobile robotic manipulator with telepresence system,TATA CONSULTANCY SERVICES LIMITED,TATA CONSULTANCY SERVICES,TATA CONSULTANCY SERVICES,IN,5674438,1,B25J-0009/0009,GRAY,,False,True,False,False,False,False,False,
17/633284,12070864,2019-08-22,"Robot control system, robot control method, and recording medium",NEC CORPORATION,NEC,NEC,JP,5675449,1,B25J-0009/1661,GRAY,,False,False,False,False,False,False,False,
17/199182,11794347,2021-03-11,Navigation of tele-robot in dynamic environment using in-situ intelligence,TATA CONSULTANCY SERVICES LIMITED,TATA CONSULTANCY SERVICES,TATA CONSULTANCY SERVICES,IN,5682241,1,B25J-0009/1689,GRAY,,False,False,False,False,False,False,False,
17/753630,11820006,2019-09-27,Apparatus and method for calibrating laser displacement sensor for use with robot,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5686886,1,B25J-0019/022,GRAY,,False,False,False,False,False,False,False,
17/194978,11820004,2021-03-08,Transportation apparatus and transportation robot provided with transportation apparatus,"HAI ROBOTICS CO., LTD.",HAI ROBOTICS,HAI ROBOTICS,CN,5689226,1,B25J-0018/025,GRAY,,False,True,False,False,False,True,False,
16/591014,11389968,2019-10-02,Systems and methods for determining pose of objects held by flexible end effectors,"TOYOTA RESEARCH INSTITUTE, INC.",TOYOTA RESEARCH INSTITUTE,TOYOTA,US,5689886,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
17/775997,12115680,2019-12-03,Computerized engineering tool and methodology to develop neural skills for a robotics system,SIEMENS AKTIENGESELLSCHAFT,SIEMENS,SIEMENS,DE,5698269,1,B25J-0009/1671,GRAY,,False,True,False,False,False,False,False,
17/772074,11642789,2020-10-30,Automatic calibration method and device for robot vision system,NEUROMEKA,NEUROMEKA,NEUROMEKA,KR,5699153,1,B25J-0009/1692,GRAY,,False,False,False,False,False,False,False,
17/783650,12090630,2020-12-11,Robot system,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,5713803,1,B25J-0013/02,GRAY,,False,True,False,False,False,False,False,
17/788772,12097627,2020-12-21,"Control apparatus for robotic system, control method for robotic system, computer-readable storage medium storing a computer control program, and robotic system",OMRON CORPORATION,OMRON,OMRON,JP,5727309,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
17/702904,12053895,2022-03-24,Capturing environmental scans using automated transporter robot,"FARO TECHNOLOGIES, INC.",FARO TECHNOLOGIES,FARO TECHNOLOGIES,US,5738162,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
17/301765,11919150,2021-04-14,Securement apparatus and method of use,"Muth Mirror Systems, LLC",MUTH MIRROR SYSTEMS,MUTH MIRROR SYSTEMS,US,5757387,1,B25J-0015/0052,GRAY,,False,True,False,False,False,False,False,
17/214810,11975451,2021-03-27,Simulation-in-the-loop tuning of robot parameters for system modeling and control,"Mitsubishi Electric Research Laboratories, Inc.",MITSUBISHI ELECTRIC RESEARCH LABORATORIES,MITSUBISHI ELECTRIC,US,5769390,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
18/012061,11865706,2021-07-02,Robot,DAILY COLOR INC.,DAILY COLOR,DAILY COLOR,JP,5784220,1,B25J-0005/00,GRAY,,False,False,False,False,False,False,False,
17/992349,11964388,2022-11-22,Continuum arm robot,ROLLS-ROYCE plc,ROLLS-ROYCE,ROLLS-ROYCE,GB,5802245,1,B25J-0009/065,GRAY,,False,True,False,False,False,False,False,
17/648869,12059814,2022-01-25,Object-based robot control,"Boston Dynamics, Inc.",BOSTON DYNAMICS,HYUNDAI MOTOR GROUP(2021~)/구글·소프트뱅크(이전),US,5856695,1,B25J-0009/1689,GRAY,,False,False,False,False,False,False,False,
17/982868,11839970,2022-11-08,System and method for preventing debris buildup in vacuum sensor lines,"MATERIAL HANDLING SYSTEMS, INC.",MATERIAL HANDLING SYSTEMS,MATERIAL HANDLING SYSTEMS,US,5957390,1,B25J-0015/0616,GRAY,,False,False,False,False,False,False,False,
16/935810,11597077,2020-07-22,Cable suspended robot for industrial plants,SAUDI ARABIAN OIL COMPANY,SAUDI ARABIAN OIL,SAUDI ARABIAN OIL,SA,8894483,1,B25J-0009/0078,GRAY,,False,False,False,False,False,False,False,
14/662696,9545721,2015-03-19,"Robotic device, method for controlling robotic device, and computer program",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16111459,2,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
14/990913,10131054,2016-01-08,"Object gripping system, object gripping method, storage medium and robot system",Canon Kabushiki Kaisha,CANON,CANON,JP,16125220,1,B25J-0009/1679,GRAY,,False,True,False,False,False,False,False,
15/944146,10814476,2018-04-03,Robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16146150,1,B25J-0009/0093,GRAY,,False,True,False,False,False,False,False,
15/413772,10293484,2017-01-24,Robot device and method of controlling the robot device,SONY CORPORATION,SONY,SONY,JP,16270978,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
15/258436,9908241,2016-09-07,"Robot device, method of controlling the same, computer program, and robot system",SONY CORPORATION,SONY,SONY,JP,16306994,2,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
15/193715,9950425,2016-06-27,Robot control apparatus and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16341691,1,B25J-0009/1602,GRAY,,False,False,False,False,False,False,False,
14/590032,9463573,2015-01-06,"Robot control system, robot system, and sensor information processing apparatus",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16364568,1,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
14/807643,10239204,2015-07-23,Method of controlling robot and robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16406535,1,B25J-0009/1607,GRAY,,False,False,False,False,False,False,False,
14/594723,9211642,2015-01-12,"Robot apparatus, assembling method, and recording medium",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16416026,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
14/672291,9527214,2015-03-30,"Robot apparatus, method for controlling the same, and computer program",Sony Corporation,SONY,SONY,JP,16436646,2,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
15/058706,10399222,2016-03-02,Robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16535448,2,B25J-0009/1651,GRAY,,False,False,False,False,False,False,False,
15/098230,10183397,2016-04-13,"Robot device, robot control method, program, and recording medium",Canon Kabushiki Kaisha,CANON,CANON,JP,16667102,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/014274,9895800,2016-02-03,"Robot, robot control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16686411,1,B25J-0009/1628,GRAY,,False,True,False,False,False,False,False,
15/352389,10232509,2016-11-15,Robot apparatus,Canona Kabushiki Kaisha | CANON KABUSHIKI KAISHA,CANONA,CANON,JP,16773702,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
15/671652,9999974,2017-08-08,Robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16777215,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
15/873848,10661443,2018-01-17,"Robot apparatus, robot controlling method, program and recording medium",CANON KABUSHIKI KAISHA,CANON,CANON,JP,16798327,1,B25J-0013/088,GRAY,,False,True,False,False,False,False,False,
14/618326,9517563,2015-02-10,Robot system using visual feedback,FANUC CORPORATION,FANUC,FANUC,JP,16813467,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
14/623044,9604360,2015-02-16,Robot system for preventing accidental dropping of conveyed objects,Fanuc Corporation,FANUC,FANUC,JP,16813487,1,B25J-0009/163,GRAY,,False,True,False,False,False,True,False,
14/618184,9327399,2015-02-10,Movement control method for mobile robot,TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,16813505,1,B25J-0009/1605,GRAY,,False,True,False,False,False,False,False,
14/590223,9452532,2015-01-06,"Robot, device and method for controlling robot, and computer-readable non-transitory recording medium","Panasonic Intellectual Property Management Co., Ltd.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,16818975,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
14/638465,9687985,2015-03-04,"Robot hand having workpiece positioning function, robot system, and method of positioning and gripping workpiece",Fanuc Corporation,FANUC,FANUC,JP,16829844,1,B25J-0015/0616,GRAY,,False,True,False,False,False,False,False,
14/616992,9327408,2015-02-09,Robot control device detecting contact with external environment,FANUC CORPORATION,FANUC,FANUC,JP,16830165,1,B25J-0013/085,GRAY,,False,True,False,False,False,False,False,
14/644829,9481091,2015-03-11,Robot system for taking out bulk stacked workpieces and judgment method for judging workpiece gripping state,Fanuc Corporation,FANUC,FANUC,JP,16830167,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
14/667301,9701017,2015-03-24,Process application robot system having function for managing process condition,FANUC CORPORATION,FANUC,FANUC,JP,16844301,1,B25J-0009/1656,GRAY,,False,True,False,False,False,False,False,
14/639209,9302398,2015-03-05,Robot system for determining operator by biometric authentication,FANUC CORPORATION,FANUC,FANUC,JP,16844318,1,B25J-0019/06,GRAY,,False,True,False,False,False,False,False,
14/684930,9566707,2015-04-13,Robot controller and robot system for moving robot in response to force,FANUC CORPORATION,FANUC,FANUC,JP,16856776,1,B25J-0009/0081,GRAY,,False,True,False,False,False,False,False,
14/684625,9623567,2015-04-13,Robot control device for controlling robot moved according to applied force,FANUC CORPORATION,FANUC,FANUC,JP,16856777,1,B25J-0013/085,GRAY,,False,True,False,False,False,False,False,
14/684806,9662790,2015-04-13,Robot controller and robot system for moving robot in response to force,FANUC CORPORATION,FANUC,FANUC,JP,16856778,1,B25J-0009/161,GRAY,,False,False,False,False,False,False,False,
14/684655,9555548,2015-04-13,Robot control device for controlling robot moved according to applied force,FANUC CORPORATION,FANUC,FANUC,JP,16856779,1,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
14/686931,10005186,2015-04-15,Workpiece conveying device having positioning structure,Fanuc Corporation,FANUC,FANUC,JP,16857836,1,B25J-0015/0028,GRAY,,False,True,False,False,False,False,False,
14/698322,9682478,2015-04-28,Safety monitoring device for robot gripping and carrying workpiece,Fanuc Corporation,FANUC,FANUC,JP,16861442,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
14/693939,9676099,2015-04-23,Control device for performing flexible control of robot,FANUC CORPORATION,FANUC,FANUC,JP,16861445,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
14/708005,9604364,2015-05-08,Picking apparatus and picking method,TOSHIBA KIKAI KABUSHIKI KAISHA,TOSHIBA KIKAI,TOSHIBA KIKAI,JP,16864752,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
14/708411,10471603,2015-05-11,System for conveying workpiece having external force monitoring function,FANUC CORPORATION,FANUC,FANUC,JP,16868945,1,B25J-0013/085,GRAY,,False,False,False,False,False,False,False,
15/476808,10363660,2017-03-31,"Robot system controlling method, program, recording medium, robot system, and diagnosis apparatus",Canon Kabushiki Kaisha,CANON,CANON,JP,16868953,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
14/725421,9586321,2015-05-29,"Robot, control method of robot, and control device of robot",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16875637,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
14/726992,9802319,2015-06-01,"Robot, robot system, and control method",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,16875645,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
14/734458,9908242,2015-06-09,Robot control device provided with function of reflecting points of difference of setting data compared with,FANUC CORPORATION,FANUC,FANUC,JP,16879531,1,B25J-0013/06,GRAY,,False,False,False,False,False,False,False,
14/742090,9821459,2015-06-17,Multi-joint robot having function for repositioning arm,FANUC CORPORATION,FANUC,FANUC,JP,16887492,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
14/794338,9701014,2015-07-08,Robot control device for preventing misjudgment by collision judging part,FANUC CORPORATION,FANUC,FANUC,JP,16896192,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
14/794396,9682475,2015-07-08,Robot program modification system,FANUC CORPORATION,FANUC,FANUC,JP,16896197,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
14/797926,10427302,2015-07-13,Robot control apparatus capable of transferring workpiece having parameter exceeding rated workpiece parameter,FANUC CORPORATION,FANUC,FANUC,JP,16896983,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
14/800804,10105846,2015-07-16,Robot control system having stop function,FANUC CORPORATION,FANUC,FANUC,JP,16899542,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
14/810964,9492921,2015-07-28,Robot controller having detachable teaching pendant,FANUC CORPORATION,FANUC,FANUC,JP,16904824,1,B25J-0009/0081,GRAY,,False,False,False,False,False,False,False,
14/817247,9895806,2015-08-04,Control device for robot that performs work by pressing tool against workpiece,FANUC CORPORATION,FANUC,FANUC,JP,16910585,1,B25J-0009/1679,GRAY,,False,False,False,False,False,False,False,
14/833541,10265860,2015-08-24,Method and apparatus for controlling operations of robot,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,16914478,1,B25J-0013/088,GRAY,,False,True,False,False,False,False,False,
14/827924,9902059,2015-08-17,"Robot teaching apparatus, method, and robot system",Canon Kabushiki Kaisha,CANON,CANON,JP,16917795,1,B25J-0009/0081,GRAY,,False,True,False,False,False,False,False,
14/843523,10065306,2015-09-02,"Traveling robot, motion planning method for traveling robot, and storage medium storing program for traveling robot",TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,16919912,1,B25J-0005/007,GRAY,,False,True,False,False,False,False,False,
15/508443,10195748,2015-08-31,Humanoid robot,INTERMAN CORPORATION,INTERMAN,INTERMAN,JP,16922021,1,B25J-0015/12,T1_auto,휴머노이드명시/전건T1_OEM,True,False,False,False,False,False,False,
15/842423,10618176,2017-12-14,"Robot apparatus, robot control method, program, and recording medium",Canon Kabushiki Kaisha,CANON,CANON,JP,16928749,1,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
14/851476,9694499,2015-09-11,Article pickup apparatus for picking up randomly piled articles,Fanuc Corporation,FANUC,FANUC,JP,16928758,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
14/854088,9782898,2015-09-15,Robot controller for avoiding problem regarding robot at the time of emergency stop,FANUC CORPORATION,FANUC,FANUC,JP,16931823,1,B25J-0009/1676,GRAY,,False,False,False,False,False,False,False,
14/862249,9636827,2015-09-23,Robot system for performing force control,FANUC CORPORATION,FANUC,FANUC,JP,16934119,1,B25J-0011/005,GRAY,,False,True,False,False,False,False,False,
14/858287,9908237,2015-09-18,Compliant motion control for robot,Seiko Epson Corporation | Tahoku University | Tohoku University,SEIKO EPSON,SEIKO EPSON,JP,16934620,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
14/874575,9718189,2015-10-05,Robot teaching device for teaching robot offline,FANUC CORPORATION,FANUC,FANUC,JP,16939887,1,B25J-0009/1687,GRAY,,False,False,False,False,False,False,False,
14/854792,10759064,2015-09-15,Robot and method for designing robot shape,DENSO WAVE INCORPORATED | DENSO CORPORATION,DENSO WAVE,DENSO,JP,16945902,1,B25J-0019/007,GRAY,,False,True,False,False,False,False,False,
14/937883,10052765,2015-11-11,Robot system having augmented reality-compatible display,FANUC CORPORATION,FANUC,FANUC,JP,16969941,1,B25J-0009/1671,GRAY,,False,False,False,False,False,False,False,
15/450402,10173326,2017-03-06,Industrial robot teaching method with calculating a position,NIDEC SANKYO CORPORATION,NIDEC SANKYO,NIDEC SANKYO,JP,16969943,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
14/943608,9505129,2015-11-17,Robot control device for stopping robot by detecting contact force with person,FANUC CORPORATION,FANUC,FANUC,JP,16975219,1,B25J-0009/1676,GRAY,,False,False,False,False,False,False,False,
14/990115,9636823,2016-01-07,Robot control device for updating rotation angle by plurality of rotation angle detectors,Fanuc Corporation,FANUC,FANUC,JP,16982409,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
14/988129,10173321,2016-01-05,Robot system provided with a plurality of controllers which operate a plurality of industrial robots,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,16982441,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
14/991220,9884424,2016-01-08,Display control apparatus and method for same,CANON KABUSHIKI KAISHA,CANON,CANON,JP,16985154,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
15/000714,9737991,2016-01-19,Robot control device controlling robot based on external force applied to robot and robot system,FANUC CORPORATION,FANUC,FANUC,JP,16988945,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
14/809694,10618169,2015-07-27,Robot,"JANOME SEWING MACHINE CO., LTD.",JANOME SEWING MACHINE,JANOME SEWING MACHINE,JP,16991240,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
15/002831,10201901,2016-01-21,"Robot apparatus, method for controlling robot, program, and recording medium",CANON KABUSHIKI KAISHA,CANON,CANON,JP,16997516,1,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
15/014689,9764475,2016-02-03,"Workpiece taking out robot system having conversion-calculation function of position and orientation, and workpiece taking out method",FANUC CORPORATION,FANUC,FANUC,JP,16999288,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
15/043621,9902070,2016-02-15,Robot system and robot control method for adjusting position of coolant nozzle,FANUC CORPORATION,FANUC,FANUC,JP,17002084,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
15/042385,9987756,2016-02-12,"Hand device, robot arm, and robot","HONDA MOTOR CO., LTD.",HONDA MOTOR,HONDA,JP,17002205,1,B25J-0019/0091,GRAY,,False,True,False,False,False,False,False,
14/629556,9427868,2015-02-24,Method for developing and controlling a robot to have movements matching an animation character,"Disney Enterprises, Inc.",DISNEY ENTERPRISES,DISNEY ENTERPRISES,US,17005338,1,B25J-0009/1605,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
15/056301,9808934,2016-02-29,Robot control apparatus judging restart of operation program,FANUC CORPORATION,FANUC,FANUC,JP,17013008,1,B25J-0009/1676,GRAY,,False,False,False,False,False,False,False,
15/063511,9776328,2016-03-08,Robot control apparatus having function of detecting contact with object or person,FANUC CORPORATION,FANUC,FANUC,JP,17024774,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
15/070364,9914215,2016-03-15,Robot control apparatus and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17027264,2,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/066202,10173325,2016-03-10,"Robot, robot control apparatus and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17031086,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
15/072648,9884425,2016-03-17,"Robot, robot control device, and robotic system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17031087,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
15/072663,10022864,2016-03-17,"Robot control apparatus, robot system, and robot control method",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17032916,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/546250,10500733,2016-03-23,"Displacement detecting apparatus, torque detecting apparatus, robot apparatus and displacement detecting method",CANON KABUSHIKI KAISHA,CANON,CANON,JP,17037900,1,B25J-0013/085,GRAY,,False,False,False,False,False,False,False,
15/087592,10076840,2016-03-31,"Information processing apparatus, information processing method, and program",CANON KABUSHIKI KAISHA,CANON,CANON,JP,17038116,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
15/092749,9925668,2016-04-07,"Robot, control unit, and control method",SEIKO EPSON CORPORATION | TOHOKU UNIVERSITY,SEIKO EPSON,SEIKO EPSON,JP,17039140,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
15/097662,10245725,2016-04-13,Robot apparatus and method for controlling robot apparatus,CANON KABUSHIKI KAISHA,CANON,CANON,JP,17042821,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/157658,10099380,2016-05-18,"Robot, robot control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17058008,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
15/171326,10112297,2016-06-02,"Robot control apparatus, robot, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17058016,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/175039,9889561,2016-06-07,Robot controller having function for displaying robot and force,FANUC CORPORATION,FANUC,FANUC,JP,17062686,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/183978,10052767,2016-06-16,"Robot, control device, and control method",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,17067534,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
15/179419,9925666,2016-06-10,Operation system of robot arm,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,17072635,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
