record_id,patent_id,title,abstract,rep_claim,app_no,grant_no,pub_no,app_date,grant_date,assignee,current_owner,assignee_country,cpc_main_orig,cpc_main,cpc_all,family_id,family_size,n_backward_cites,n_forward_cites,n_claims,wips_key
18/869498,,NONLINEAR ADAPTIVE CONTROL METHOD AND SYSTEM FOR MECHANICAL ARM MOTION CONTROL,"A nonlinear adaptive motion control method for robotic arm manipulation includes steps including inputting an output of the incremental nonlinear dynamic inversion controller to a servo motor drive configurable to drive the robotic arm; the system being provided to carry out the method. The method overcomes the problems of conventional robotic arm motion control technologies in identifying the movement load model and tuning the controller time-variant parameters, without relying on the robotic arm motion load model and external disturbance model which are conventionally required in tuning controller parameters. Since the difficulties and problems cannot be effectively solved by far, the disclosure offers a simple, effective, efficient control method and system for robotic arm movement.","1. A nonlinear adaptive motion control method for robotic arm manipulation, comprising: building a holonomic nonlinear dynamics model corresponding to a n-link robotic arm by Lagrangian dynamics modeling;obtaining a measured value q of a rotational angle of a robotic arm joint;computing a second order time derivative d2q/dt2 of the measured value q of the rotational angle of the robotic arm joint by numerical differentiation;generating a desired value qd of the rotational angle of the robotic arm joint according to a programmed movement of the robotic arm;inputting a difference between the desired value qd and the measured value q of the rotational angle of the robotic arm joint to a motion controller;inputting an output of the motion controller and the second order time derivative d2q/dt2 to an incremental nonlinear dynamic inversion controller; andinputting an output value of the incremental nonlinear dynamic inversion controller to a servo motor drive configurable to drive the robotic arm,wherein the incremental nonlinear dynamic inversion controller is described as: where Δu denotes a command outputted by the incremental nonlinear dynamic inversion controller; q denotes the rotational angle of the robotic arm joint; M(q) denotes an inertia matrix of the robotic arm model; denotes an angular acceleration of the robotic arm joint obtained from computing the second order time derivative of the rotational angle q of the robotic arm joint; v denotes a virtual control variable of the incremental nonlinear dynamic inversion controller, and wherein the virtual control variable of the incremental nonlinear dynamic inversion controller is given according to an equation below: where e=q−qd denotes the difference between the measured rotational angle and the desired rotational angle of the robotic arm joint; Kp denotes a Proportional parameter of the motion controller; KI denotes an Integral parameter of the motion controller; and KD denotes a Differential parameter of the motion controller.",18/869498,,2025-0326117,2022-06-01,,"TIANJIN SAIXIANG TECHNOLOGY CO., LTD",,CN,B25J-0009/1664,B25J-0009/1664,B25J-0009/1664 | G05B-0013/042 | B25J-0009/1605 | B25J-0018/00,115420661,7,15,0,2,5425043001202
17/829421,11752584,Full-automatic wheel hub feeding-blanking system for intelligent production line of automotive wheel hubs,"Provided a full-automatic wheel hub feeding-blanking system for intelligent production line of automotive wheel hubs, comprising: an intelligent material rack and a robot; the intelligent material rack comprises a bracket assembly, a turntable assembly and a bearing seat assembly; the turntable assembly being rotatable is mounted on the bearing seat assembly; the bracket assembly mounted on the turntable assembly comprises a base provided with at least one group of lifting devices, and each the group comprises three the lifting devices, and each of which an automotive wheel hub supporting plate assembly is provided on, central axis of the three automotive wheel hub supporting plate assemblies forming the angle of 120 degrees; the robot being mounted on one side of the intelligent material rack and comprises a robotic arm, and a manipulator is mounted on the robotic arm, and the manipulator is used for clamping the automotive wheel hub.","1. A full-automatic wheel hub feeding-blanking system for intelligent production line of automotive wheel hubs, comprising: an intelligent material rack and a robot; the intelligent material rack comprises a bracket assembly, a turntable assembly and a bearing seat assembly; the turntable assembly is mounted on the bearing seat assembly, and the turntable assembly is rotatable; the bracket assembly is mounted on the turntable assembly, comprising a base; at least one set of lifting devices is provided on the base, and each set of the lifting devices comprises three of the lifting devices; each of the lifting devices is provided with an automotive wheel hub supporting plate assembly, and an included angle between central axes of each two of the three automotive wheel hub supporting plate assemblies on the three lifting devices is 120 degrees;the robot, being mounted on one side of the intelligent material rack, comprising a robotic arm, and a manipulator mounted on the robotic arm being used for clamping the automotive wheel hub.",17/829421,11752584,2023-0031445,2022-06-01,2023-09-12,QINGDAO UNIVERSITY OF TECHNOLOGY | IK GUJRAL PUNJAB TECHNICAL UNIVERSITY,QINGDAO UNIVERSITY OF TECHNOLOGY | IK GUJRAL PUNJAB TECHNICAL UNIVERSITY,CN | IN,B23Q-0007/046,B23Q-0007/046,B23Q-0007/046 | B65G-0001/14 | B23Q-0007/043 | B25J-0015/0658 | B65G-0001/045 | B23Q-2707/003 | B23Q-2707/04 | B65G-0029/00 | B65G-2201/0273,28680482,2,5,4,10,4923037001758
17/805005,12304082,Alternate route finding for waypoint-based navigation maps,"A computer-implemented method executed by data processing hardware of a robot causes the data processing hardware to perform operations including obtaining a topological map including waypoints and edges. Each edge connects adjacent waypoints. The waypoints and edges represent a navigation route for the robot to follow. Operations include determining, that an edge that connects first and second waypoints is blocked by an obstacle. Operations include generating, using image data and the topological map, one or more alternate waypoints offset from one of the waypoints. For each alternate waypoint, operations include generating an alternate edge connecting the alternate waypoint to a waypoint. Operations include adjusting the navigation route to include at least one alternate waypoint and alternate edge that bypass the obstacle. Operations include navigating the robot from the first waypoint to an alternate waypoint along the alternate edge connecting the alternate waypoint to the first waypoint.","1. A computer-implemented method when executed by data processing hardware of a robot causes the data processing hardware to perform operations comprising: obtaining a navigation route for the robot, the navigation route comprising a first route waypoint, a second route waypoint, and a first route edge connecting the first route waypoint and the second route waypoint, wherein navigation by the robot according to the navigation route is constrained by a first constraint, wherein the first constraint is based on at least one of the first route waypoint or the second route waypoint;receiving, from an image sensor, image data;determining, using the image data and the first constraint, that the first route edge is at least partially blocked by an obstacle;generating, using the image data and the navigation route, a first alternate route waypoint and a first alternate route edge connecting the first alternate route waypoint and the first route waypoint;adjusting the navigation route to obtain an adjusted navigation route, the adjusted navigation route comprising the first alternate route waypoint and the first alternate route edge, wherein the first alternate route waypoint and the first alternate route edge bypass the first route edge that is at least partially blocked by the obstacle; andinstructing the robot to navigate according to the adjusted navigation route.",17/805005,12304082,2022-0388170,2022-06-01,2025-05-20,"BOSTON DYNAMICS, INC.","BOSTON DYNAMICS, INC.",US,B25J-0009/1664,B25J-0009/1664,B25J-0009/1664 | G05D-0001/0274 | B25J-0009/162 | B25J-0009/1697 | B25J-0019/023 | G01C-0021/20 | G05D-0001/0248,106499825,6,182,20,24,4925021002432
17/829466,12135533,Automated kitchen system for assisting human worker prepare food,"An automated kitchen assistant system inspects a food preparation area in the kitchen environment using a plurality of sensors or cameras. A trained model computes the identity and the location of the food item. In embodiments, the food items are on a grill, and the automated kitchen assistant system is operable to compute the time remaining to remove or flip each of the food items. The output may further be utilized to command a robotic arm, kitchen worker, or otherwise assist in food preparation. Related methods are also described.","1. An automated food preparation assistant system for preparing a food item comprises: a first sensor configured to obtain first visible spectrum image data;a second sensor configured to obtain second visible spectrum image data; andat least one processor programmed and operable to: detect food objects of interest based on image data from the first sensor and image data from the second sensor, wherein the food objects comprise at least one food item and optionally, a non-food item, and wherein the detecting comprises computing location and identity of the food objects;track the location of the detected food objects, wherein the tracking comprises: select a unique filter from a plurality of filters based on the motion of the food object being tracked;compute a current predicted location of the food object based on the selected filter;compare the current predicted location of the food object and a current measured location of the food object including applying custom matching resolution rules for tracking unobserved food items if a non-food item is detected between the sensors and the unobserved food items;create an occlusion mask for the non-food item detected between the sensors and the unobserved food items;evaluate whether the food item is occluded based on the occlusion mask; andupdate the location of the food item only if the food item is not occluded; anddetermine an instruction relating to the food item.",17/829466,12135533,2022-0386807,2022-06-01,2024-11-05,"Miso Robotics, Inc.","MISO ROBOTICS, INC.",US,G05B-0019/042,A23L-0005/15,A23L-0005/15 | G05B-0019/042 | B25J-0011/0045 | G05B-2219/2642 | G05B-2219/2643,87307987,4,157,2,11,4924045003171
17/831106,,CONTROLLING A ROBOT TO REMEDY A PROBLEM,"A robot intelligence engine receives highly immersive virtual environment (HIVE) data characterizing a set of robot tasks executed by a test robot in a HIVE, wherein the robot tasks of the set of robot tasks include a robot skill. The robot intelligence engine receives sensor data from a problem detecting robot deployed in an environment of operation that characterizes conditions corresponding to a detected problem and searches the set of robot tasks to identify a subset of the robot tasks that are potentially employable to remedy the detected problem. The robot intelligence engine simulates the subset of robot tasks to determine a likelihood of success for the subset of robot tasks. The simulation generates a set of unsupervised robot tasks that are potentially employable to remedy the detected problem. The robot intelligence engine selects one of the subset of robot tasks or one of the unsupervised robot tasks.","1. A system for controlling operations of robots comprising: a non-transitory memory for storing machine-readable instructions; anda processing unit that accesses the memory and executes the machine-readable instructions, the machine-readable instructions comprising: a robot intelligence engine that: receives highly immersive virtual environment (HIVE) data characterizing a set of robot tasks executed by a test robot in a HIVE, wherein the robot tasks of the set of robot tasks include at least one robot skill;receives sensor data from a problem detecting robot deployed in an environment of operation that characterizes conditions corresponding to a detected problem;searches the set of robot tasks to identify a subset of the robot tasks that are potentially employable to remedy the detected problem;simulates the subset of robot tasks to determine a likelihood of success for the subset of robot tasks, wherein the simulating generates a set of unsupervised robot tasks that are potentially employable to remedy the detected problem;selects one of the subset of robot tasks or one of the unsupervised robot tasks to determine a selected robot task for remedying the detected problem; andprovides the selected robot task to a deployed robot operating in the environment of operation causing the deployed robot to execute the selected robot task to attempt to remedy the problem.",17/831106,,2023-0390922,2022-06-02,,NORTHROP GRUMMAN SYSTEMS CORPORATION,,US,B25J-0009/1602,G06N-0003/09,G06N-0003/09 | G06N-0003/092 | B25J-0009/1602 | G06N-0003/088 | B25J-0009/163 | B25J-0009/1664 | G05B-2219/39001 | G05B-2219/40009 | G05B-2219/40113 | G05B-2219/40251 | G05B-2219/40395 | G05B-2219/45085,112490138,3,17,0,20,5423049001464
17/830972,,ANTAGONISTIC DRIVE DEVICE WITH CAPSTANS AND TENDON TRANSMISSION,"The application discloses an antagonistic drive device which adopts capstans and tendon transmission. The device adopts a pair of rotary actuators which are fixedly connected with the capstans of their respective output shafts respectively to drive the controlled joint and constitute an antagonistic drive. Since the rotary actuator can use a small rotary motor, and the capstans can be arranged properly to make full use of the space in the dexterous hand (especially the forearm) or the robot body. The device has the advantages of small overall size, light weight and low noise, which is especially suitable for driving the joints of dexterous hands with small overall size and a large number of joints. It can also be used for driving the joints of other robots.","1. An antagonistic drive device using capstans and tendon transmission, comprising a tendon; a first rotary actuator; a second rotary actuator; a first capstan; a second capstan; a first tendon sheath guide element at joints; a second tendon sheath guide element at the first rotary actuator; a third tendon sheath guide element at the second rotary actuator; a first tendon sheath; a second tendon sheath; and a controlled joint, wherein the controlled joint comprises a rotational part and a joint base, the rotational part and the joint base are hinged so that the controlled joint can rotate,wherein the first tendon sheath guide element at joints comprises a first tendon sheath mounting interface through which the tendon can pass,wherein the first tendon sheath guide element at joints is relatively fixed with the joint base,wherein the second tendon sheath guide element at the first rotary actuator comprises a second tendon sheath mounting interface through which the tendon can pass,wherein the second tendon sheath guide element at the first rotary actuator is relatively fixed with the first rotary actuator'ss stator,wherein the third tendon sheath guide element at the second rotary actuator comprises a third tendon sheath mounting interface through which the tendon can pass,wherein the third tendon sheath guide element at the second rotary actuator is relatively fixed with the second rotary actuator'ss stator,wherein one end of the first tendon sheath is fixed to the first tendon sheath mounting interface of the first tendon sheath guide element at joints, and the other end of the first tendon sheath is fixed to the second tendon sheath mounting interface of the second tendon sheath guide element at the first rotary actuator,wherein one end of the second tendon sheath is fixed to the first tendon sheath mounting interface of the first tendon sheath guide element at joints, and the other end of the second tendon sheath is fixed to the third tendon sheath mounting interface of the third tendon sheath guide element at the second rotary actuator,wherein the rotational part is fixedly connected to any point in the middle of the tendon, wherein the controlled joint is jointly driven by the first rotary actuator and the second rotary actuator, wherein the first rotary actuator is configured to pull one end of the tendon through the first capstan fixed to the first rotary actuator'ss output shaft, wherein the second rotary actuator is configured to pull the other end of the tendon through the second capstan fixed to the second rotary actuator'ss output shaft,wherein the tendon is configured to slide in the first tendon sheath and the second tendon sheath,wherein the first tendon sheath and the second tendon sheath are hoses, wherein the controlled joint is a dexterous hand'ss joint, the dexterous hand is a manipulator with at least three fingers and a total of at least six degrees of freedom.",17/830972,,2022-0287852,2022-06-02,,NEUROCEAN TECHNOLOGIES INC.,,CN,A61F-0002/583,A61F-0002/583,A61F-0002/583 | B25J-0009/1633,116243343,3,25,0,14,5422037000639
17/830988,12330300,Tendon transmission system with compound tendon sheath and tendon sheath constraint elements,"A tendon transmission system with compound tendon sheath and tendon sheath constraint element is provided. The transmission system uses the tendon, tendon sheath and ligament tissue of human hands for reference to propose a compound tendon sheath structure composed of inner tendon sheath and outer tendon sheath, which can effectively reduce the friction between tendon and tendon sheath and prevent tendon lateral shear force from damaging tendon sheath. Type I tendon sheath constraint element, type II tendon sheath constraint element, type III tendon sheath constraint element, and type IV tendon sheath constraint element are proposed. The tendon transmission system can smoothly constrain the position and motion range of the tendon sheath and prevent it from protruding abnormally, can decouple the movement of each joint across the tendon sheath from each other, and can provide a certain curling buffer space for the tendon sheath, a certain compression and impact resistance protection.","1. A tendon transmission system, comprising: tendons;compound tendon sheaths for the tendons, each of the compound tendon sheaths include an inner tendon sheath and an outer tendon sheath, the inner tendon sheath is located within the outer tendon sheath and the inner tendon sheath is configured to enable a respective one of the tendons to slide along an axial direction within the inner tendon sheath and a gap between the inner tendon sheath and the respective one of the tendons is filled with a lubricating fluid, wherein each end of the compound tendon sheaths is provided with a respective tendon sheath head to bind the inner tendon sheath and the outer tendon sheath together in order to prevent the lubricating fluid from leaking from the gap;tendon sheath fixing elements, wherein a respective one of the tendon sheath fixing elements is secured to the respective tendon sheath head of one end of each of the compound tendon sheaths; andtendon sheath constraint elements, wherein the tendon sheath constraint elements each comprises one or more guide grooves or guide holes to guide one or more of the compound tendon sheaths to slide along their respective axes, andwherein the tendons are configured to transmit an actuator'ss driving force to a driven robot'ss joint.",17/830988,12330300,2022-0288772,2022-06-02,2025-06-17,NEUROCEAN TECHNOLOGIES INC.,NEUROCEAN TECHNOLOGIES INC.,CN,B25J-0009/104,B25J-0009/104,B25J-0009/104 | B25J-0015/0009,106456020,6,16,0,19,4925025002210
17/830831,12115686,Operation system and operation method,"An operation system and an operation method that may improve operability are provided. The operation system includes a circuitry configured to determine a predicted value of an operator motion after a predetermined prediction latency from a current time based on a bio-signal using a prescribed machine learning model, the bio-signal captured from the operator and a controller configured to control a motion of a robot based on the predicted value. The operation method includes a step of determining a predicted value of an operator motion after a predetermined latency from the current time based on a bio-signal using a prescribed machine learning model, the bio-signal captured from the operator, and a step of controlling a motion of a robot on the predicted value.","1. An operation system comprising: a circuitry configured to determine a predicted value of an operator motion after a predetermined prediction latency from a current time based on a bio-signal using a prescribed machine learning model, where the bio-signal is captured from the operator; anda controller configured to control a motion of a robot based on the predicted value,wherein the circuitry is configured to:capture an image representing the robot and its surrounding,estimate a second motion of the robot based at least on the image,produce a first motion signal for the first motion and a second motion signal motion for the second motion, anddetermine the necessity of the first motion and the second motion with reference to selection data, the selection data indicating whether to select the first motion and the second motion, and the selection data preset in the circuitry, andcontrol the first motion and the second motion based on the necessity,wherein the second motion includes:a motion of which a possibility of being intended by the operator is higher than those of other motions based on the image,a motion that is more delicate than the first motion,a motion of an individual finger, anda fine adjustment of one or both of a position or a direction of a hand part.",17/830831,12115686,2022-0388176,2022-06-02,2024-10-15,"HONDA MOTOR CO., LTD. | UNIVERSITY OF MASSACHUSETTS","HONDA MOTOR CO., LTD. | UNIVERSITY OF MASSACHUSETTS",JP | US,B25J-0009/1697,G06T-0007/246,G06T-0007/246 | B25J-0009/1689 | B25J-0009/1697 | B25J-0009/1664 | G06F-0003/011 | G06F-0003/015 | G06F-0003/017 | G06T-0007/20 | G05B-2219/40151 | G06F-0003/012 | G06F-0003/013 | G06F-0003/014 | G06T-2207/20081 | G06T-2207/20084 | G06T-2207/30004 | G06T-2207/30021 | H04N-0007/183,86130923,2,20,1,7,4924042002089
17/805101,12466075,Autonomous and teleoperated sensor pointing on a mobile robot,"A computer-implemented method executed by data processing hardware of a robot causes the data processing hardware to perform operations. The operations include receiving a sensor pointing command that commands the robot to use a sensor to capture sensor data of a location in an environment of the robot. The sensor is disposed on the robot. The operations include determining, based on an orientation of the sensor relative to the location, a direction for pointing the sensor toward the location, and an alignment pose of the robot to cause the sensor to point in the direction toward the location. The operations include commanding the robot to move from a current pose to the alignment pose. After the robot moves to the alignment pose and the sensor is pointing in the direction toward the location, the operations include commanding the sensor to capture the sensor data of the location in the environment.","1. A computer-implemented method that when executed by data processing hardware of a legged robot causes the data processing hardware to perform operations comprising: receiving, from a user computing device, a sensor pointing command that commands the legged robot to navigate to a waypoint and use a first sensor of the legged robot to capture sensor data of a target location in an environment of the legged robot by pointing the first sensor in a target direction toward the target location at the waypoint;commanding a first movement of one or more legs of the legged robot to move the legged robot to the waypoint based on receiving the sensor pointing command, wherein the first movement of the one or more legs transitions the legged robot from a first pose of the legged robot to a second pose of the legged robot using a set of joints of the legged robot;determining a first orientation of the first sensor relative to the target location based on the second pose of the legged robot;obtaining, from a second sensor that is different than the first sensor, first image data;determining, based on the sensor pointing command, the first image data obtained from the second sensor, and the first orientation of the first sensor relative to the target location, a third pose of the legged robot that points the first sensor in the target direction toward the target location, wherein each of the first pose, the second pose, and the third pose correspond to a respective set of positions of the set of joints;commanding a second movement of the one or more legs based on receiving the sensor pointing command, wherein the second movement of the one or more legs transitions the legged robot from the second pose to the third pose using the set of joints; andcommanding the first sensor to capture the sensor data of the target location based on receiving the sensor pointing command.",17/805101,12466075,2022-0388174,2022-06-02,2025-11-11,"BOSTON DYNAMICS, INC.","BOSTON DYNAMICS, INC.",US,B25J-0009/1697,G05D-0001/49,G05D-0001/49 | G05D-0001/689 | G05D-2109/12 | B25J-0009/1697 | B25J-0009/163 | B25J-0009/1653 | B25J-0009/1664 | G05B-2219/40003 | G05B-2219/40298 | G05B-2219/40543,112468205,6,95,15,27,4925046001855
17/832036,12122049,Task-specific simulated robotic manipulators,"Described herein is a computer-implemented method for generating a task-specific simulated robotic manipulator. A computing device receives, via a robotic design user interface, at least one of task information or constraint information. The computing device selects a set of components for a simulated robotic manipulator from a plurality of components in accordance with at least one of the task information or the constraint information. The computing device generates geometric, kinematic, and/or dynamic information corresponding to the set of components. The geometric, kinematic, and/or dynamic information identifies, for individual components of the set of components, one or more properties. The computing device generates a simulated representation of the simulated robotic manipulator based at least in part on set of components and the geometric, kinematic, and/or dynamic information. The computing device provides, for presentation via a display portion of the robotic design user interface, the simulated representation of the simulated robotic manipulator.","1. One or more non-transitory computer-readable media comprising computer-executable instructions that, when executed by one or more computer systems, cause the one or more computer systems to perform operations comprising: providing a robotic design user interface for presentation at a user device;receiving, via the robotic design user interface, task requirement information that defines one or more robotic manipulation tasks and task constraint information that defines one or more constraints corresponding to the one or more robotic manipulation tasks;selecting, from a plurality of predefined components and using the task requirement information and the task constraint information, a set of predefined components for assembling a simulated robotic manipulator to perform the one more robotic manipulation tasks in accordance with the one or more constraints;generating information corresponding to the set of predefined components of the simulated robotic manipulator, the information comprising at least one of geometric, kinematic, or dynamic information that identifies, for individual predefined components of the set of predefined components, one or more properties;generating a simulated representation of the simulated robotic manipulator using the set of predefined components and the generated information;providing the simulated representation for presentation at a display portion of the robotic design user interface at the user device.",17/832036,12122049,,2022-06-03,2024-10-22,"Amazon Technologies, Inc.","AMAZON TECHNOLOGIES, INC.",US,B25J-0009/1605,B25J-0009/1605,B25J-0009/1605 | B25J-0009/08 | B25J-0009/1653 | B25J-0009/1664 | B25J-0009/1671,28820258,1,7,0,20,4924043002398
18/564690,12434393,Gripper and a method of using a robot with the gripper,"A gripper for gripping an item, particularly a plate shaped item, includes a base, and a first jaw member and a second jaw member movable to grip the item. To ensure release of the item from the jaw members and thereby precise delivery of the item, the gripper comprises a guard structure forming contact surfaces located such that inner surfaces of the other jaw member moves between positions on opposite sides of the contact surface when the item is gripped and released.","1. A gripper for gripping an item, the gripper comprising: a base,a first jaw member and a second jaw member, at least one jaw member being movable towards the other jaw member to define a closed jaw position and away from the other jaw member to define an open jaw position, anda guard structure comprising a first guard and a second guard extending in an upright direction between a free end and the base and each forming a contact surface facing a contact surface of the other guard,wherein the jaw members are arranged, in response to movement to the closed jaw position, to lift the item in the upright direction to a position located between the contact surfaces of the guards, andwherein the jaw members are movable along a linear bearing structure and wherein each jaw member defines an inner surface facing an inner surface of the other jaw member andwherein the inner surfaces, by movement of the jaw members from the open jaw position to the closed jaw position, move from a distal position where a distance between the inner surfaces exceeds a distance between the contact surfaces, to a proximal position where the distance between the contact surfaces exceeds the distance between the inner surfaces;wherein each of the first guard structure and the second guard structure defines a tapered surface extending from a free end to the contact surface, wherein a distance between tapered surfaces of the first guard structure and the second guard structure is reduced in a direction from each free end towards the base.",18/564690,12434393,2024-0253247,2022-06-03,2025-10-07,MAREL A/S,MAREL A/S,DK,B25J-0015/0253,B25J-0015/0014,B25J-0015/0014 | B25J-0015/0253 | B25J-0011/0045 | B25J-0015/0052 | B25J-0015/0266,115580797,8,18,0,20,4925041002615
17/832914,12384045,Supplemental and targeted heating of vehicle body-in-white interior components/areas for paint ovens,A heating system includes a conveying system configured to transport a plurality of vehicle body-in-whites (BIWs) sequentially through an oven room to cure paint applied in a paint room. A preheating system includes one or more robot arms. A heat source is connected to the one or more robot arms. A controller is configured to control the one or more robot arms based on a position of one of the vehicle BIWs on the conveying system and to position the heat source near or in direct contact with one or more inner components of the one of the vehicle BIWs to heat the one or more inner components prior to the one of the vehicle BIWs entering the oven room.,"1. A heating system, comprising: a conveying system configured to transport a plurality of vehicle body-in-whites (BIWs) sequentially through a paint room and an oven room to cure paint applied in the paint room;a supplemental heating system arranged inside of the oven room and including: a heat source;a controller; andone or more arms connected to the heat source and configured to extend into one of the vehicle BIWs to heat one or more interior components of the one of the vehicle BIWs to reduce a temperature differential relative to an outer surface of the one of the vehicle BIWs while the one of the vehicle BIWs passes through the oven room.",17/832914,12384045,2023-0390938,2022-06-06,2025-08-12,GM GLOBAL TECHNOLOGY OPERATIONS LLC,GM GLOBAL TECHNOLOGY OPERATIONS LLC,US,B25J-0011/0075,B25J-0011/0075,B25J-0011/0075 | H05B-0001/023 | B25J-0011/00 | B62D-0065/00 | H05B-0006/10 | H05B-0006/101 | B62D-0025/04 | H05B-2203/032,103561806,1,22,0,10,4925033002079
17/832759,12343099,"Robotic surgical system, operator-side apparatus, and control method of robotic surgical system","In a robotic surgical system, an operation unit includes a drive to assist an operation of an operator. A controller is configured or programmed to control the drive to exert a braking force when the operation on the operation unit is decelerated and/or accelerated.","1. A robotic surgical system comprising: a patient-side apparatus including a manipulator arm to which a surgical instrument is attached to a tip end of the manipulator arm;an operator-side apparatus including an operation unit to receive an operation of an operator; anda controller: whereinthe operation unit includes a drive to assist the operation;the controller is configured or programmed to control the drive to exert a braking force when the operation on the operation unit is decelerated and/or accelerated;the controller is configured or programmed to determine a braking parameter of the drive according to an operation speed at which the operation unit is operated, and to control the drive to exert the braking force using the determined braking parameter; andthe controller is configured or programmed to increase a maximum of an absolute value of the braking parameter during deceleration of the operation to greater than the maximum of the absolute value of the braking parameter during acceleration of the operation.",17/832759,12343099,2022-0387120,2022-06-06,2025-07-01,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO KABUSHIKI KAISHA,JP,A61B-0034/37,A61B-0034/37,A61B-0034/37 | A61B-0034/74 | A61B-0034/77 | A61B-0034/76 | A61B-2034/254 | A61B-2034/306 | A61B-2034/742 | B25J-0009/1633 | A61B-2017/00477,105071570,4,16,2,16,4925027001542
17/833998,12330295,"Tapered hydraulic hose, methods of making, and applications thereof in robot systems","A robot has a body, a hydraulic control system physically coupled to the body, and a hydraulically-actuated component physically coupled to the body. The hydraulically-actuated component is hydraulically coupled to the hydraulic control system by a hydraulic hose. The hydraulic hose has a length, at least a portion of which extends from a first end to a second end, and a diameter, wherein the diameter of the hydraulic hose at both the first end and the second end is a first diameter, and wherein the at least a portion of the length includes a tapered section in which the diameter of the hydraulic hose decreases, continuously and monotonically, to a second diameter, the second diameter being less than the first diameter. The body includes a restricted region through which the hydraulic hose passes in traversing a path between the hydraulic control system and the hydraulically-actuated component.","1. A robot comprising: a body, wherein the body includes a robotic arm and the robotic arm includes a hand;a hydraulic control system; anda hydraulically-actuated component physically coupled to the hand and operable to cause a motion of at least a portion of the hand, the hydraulically-actuated component hydraulically coupled to the hydraulic control system by at least a first hydraulic hose, the first hydraulic hose having a length, at least a portion of the length which extends from a first end to a second end, and a diameter, wherein the diameter of the first hydraulic hose at the first end is a first diameter, and wherein the at least a portion of the length includes a first tapered section in which the diameter of the first hydraulic hose decreases, continuously and monotonically, to a second diameter, the second diameter being less than the first diameter.",17/833998,12330295,2022-0390045,2022-06-07,2025-06-17,SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS CORPORATION,CA,B25J-0019/0029,B25J-0019/0029,B25J-0019/0029 | B25J-0009/20 | B25J-0019/0025 | F16L-0011/12 | F16L-0011/121 | B25J-0009/14 | B25J-0015/0009 | B29C-0055/22 | B29L-2023/005,101853410,3,18,3,12,4925025002205
17/834696,12272100,Sensor optimization for robotic manipulations,"Systems and techniques for optimizing deployment of a camera scanning system in an environment for item identification are described. An example technique involves obtaining a first set of parameters of the camera scanning system and obtaining a second set of parameters of the environment. A third set of parameters of a predicted scan volume of the camera scanning system are determined based on the first set of parameters and the second set of parameters. At least one of the first or second sets of parameters is modified upon determining that the predicted scan volume satisfies a first predetermined condition. An indication of at least one of the first, second, or third sets of parameters is transmitted upon determining that the predicted scan volume satisfies a second predetermined condition.","1. An optimization system for a camera-based scanning system, the optimization system comprising: a frame providing one or more mounting locations for at least one camera device, wherein the at least one camera device comprises an imaging sensor and an optical lens; anda computing system configured to: obtain an indication of a plurality of parameters for the camera-based scanning system, wherein the plurality of parameters comprise at least a first set of parameters of the imaging sensor and a second set of parameters of the optical lens, wherein the second set of parameters comprises a first focus distance;instruct the at least one camera device to focus on a structured identifier at the first focus distance;for each second focus distance of a plurality of second focus distances: instruct the at least one camera device to adjust the focus on the structured identifier to the second focus distance; anddetermine, based one evaluating one or more of the first set of parameters and one or more of the second set of parameters with at least one computer vision (CV) model, one or more scanning parameters of the at least one camera device at the second focus distance; andgenerate an indication of a scanning volume of the at least one camera device, based on the scanning parameters.",17/834696,12272100,,2022-06-07,2025-04-08,"Amazon Technologies, Inc.","AMAZON TECHNOLOGIES, INC.",US,G06T-0007/80,H04N-0023/675,H04N-0023/675 | G06V-0010/12 | G06T-0007/80 | B25J-0009/1692 | B25J-0009/1697 | B25J-0019/023,89022794,1,4,0,20,4925015004891
18/576395,,LEARNING DEVICE AND ROBOT CONTROL SYSTEM,"A learning device comprises: a learning unit that, using a model read from a model definition unit in accordance with a desired action of a robot, learns measurement information, captured images, and instruction information; a weight storage unit that stores a weight for a model learned by the learning unit; and an inference unit that, when instruction information is newly input, gives a weight read from the weight storage unit to a model read from the model definition unit, predicts an intention of the instruction information by applying, to the model, newly measured measurement information, a newly captured image, and newly input instruction information to the robot, infers a desired action of the robot, and an object which is the target of the desired action, and predicts a drive command for causing the robot to perform the desired action according to the intention of the predicted instruction information.","1. A learning device comprising: a model definition unit in which a model according to a target operation of a robot is defined;a learning unit configured to learn, using the model read from the model definition unit according to the target operation of the robot, measurement information in which an operation of the robot is measured, a captured image in which an object to be operated by the robot is imaged, and instruction information including an instruction word in which an operation instruction to the robot is verbalized;a weight storage unit configured to store a weight for the model learned by the learning unit; andan inference unit configured to, when instruction information to the robot is newly input, apply the weight read from the weight storage unit to the model read from the model definition unit and predict an intention of the instruction information by applying, to the model, newly measured measurement information, a newly captured image, and newly input instruction information to the robot, infer a target operation of the robot and an object to be a target of the target operation, and predict a drive command for causing the robot to perform the target operation according to the predicted intention of the instruction information.",18/576395,,2024-0367314,2022-06-08,,"HITACHI, LTD.",,JP,B25J-0009/163,G06N-0020/00,G06N-0020/00 | B25J-0009/163 | B25J-0009/1653 | B25J-0009/1697 | B25J-0013/00,112288768,3,6,1,9,5424045001626
