record_id,등록번호,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,출원일,WIPS패밀리 ID,Current CPC Main,relevance_score,candidate_type,label_v1,gold_v1_1,adjust
16/882888,11642800,Apparatus and method for use with robot,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,2020-05-26,5475070,B25J-0019/021,0.75,positive,GRAY,True,
16/970374,11420325,"Method, apparatus and system for controlling a robot, and storage medium",OMRON CORPORATION,OMRON,OMRON,JP,2018-03-05,5504981,B25J-0009/161,0.75,positive,GRAY,True,
16/964605,11345024,Drive device and robot device,SONY CORPORATION,SONY,SONY,JP,2018-12-19,5494558,B25J-0009/102,0.75,positive,GRAY,True,
17/091184,11660751,"Method, robot system and computer readable medium for determining a safety zone and for path planning for robots",SIEMENS AKTIENGESELLSCHAFT,SIEMENS,SIEMENS,DE,2020-11-06,5542328,B25J-0009/1666,0.75,positive,GRAY,True,
17/253486,12036677,Method and system for transferring an end effector of a robot between one end effector pose and a further end effector pose,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,2019-06-12,5537240,B25J-0009/1643,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/953013,12017351,"Remote control system, information processing method, and non-transitory computer-readable recording medium",TELEXISTENCE INC.,TELEXISTENCE,TELEXISTENCE,JP,2020-11-19,5529077,B25J-0009/0081,0.75,positive,GRAY,True,
17/255110,11904479,"Method for controlling drives of a robot, and robot system",SEW-EURODRIVE GMBH & CO. KG,SEW-EURODRIVE & CO KG,SEW-EURODRIVE & CO KG,DE,2019-06-06,5537384,B25J-0009/1671,0.75,positive,GRAY,True,
17/187533,11759957,System and method for member articulation,Hamilton Sundstrand Corporation,HAMILTON SUNDSTRAND,HAMILTON SUNDSTRAND,US,2021-02-26,5578846,B25J-0009/1697,0.75,positive,GRAY,True,
17/270442,11745355,"Control device, control method, and non-transitory computer-readable storage medium",OMRON CORPORATION,OMRON,OMRON,JP,2019-10-17,5589056,B25J-0009/1697,0.75,positive,GRAY,True,
17/599181,11919167,Specifying safe velocities for a robot manipulator,FRANKA EMIKA GMBH,FRANKA EMIKA,FRANKA,DE,2020-03-19,5629204,B25J-0009/1651,0.75,positive,GRAY,True,
17/275307,11981032,"Robot control device, method and program for a recovery after an obstruction",OMRON CORPORATION,OMRON,OMRON,JP,2019-03-15,5622282,B25J-0009/1664,0.75,positive,GRAY,True,
17/624013,11999049,Tactile feedback of an end effector of a robot manipulator over different orientation ranges,FRANKA EMIKA GMBH,FRANKA EMIKA,FRANKA,DE,2020-07-03,5660046,B25J-0009/1633,0.75,positive,GRAY,True,
17/301765,11919150,Securement apparatus and method of use,"Muth Mirror Systems, LLC",MUTH MIRROR SYSTEMS,MUTH MIRROR SYSTEMS,US,2021-04-14,5757387,B25J-0015/0052,0.75,positive,GRAY,True,
15/258436,9908241,"Robot device, method of controlling the same, computer program, and robot system",SONY CORPORATION,SONY,SONY,JP,2016-09-07,16306994,B25J-0009/1697,0.75,positive,GRAY,True,
15/058706,10399222,Robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2016-03-02,16535448,B25J-0009/1651,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
14/590223,9452532,"Robot, device and method for controlling robot, and computer-readable non-transitory recording medium","Panasonic Intellectual Property Management Co., Ltd.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,2015-01-06,16818975,B25J-0009/1676,0.75,positive,GRAY,True,
15/014274,9895800,"Robot, robot control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2016-02-03,16686411,B25J-0009/1628,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
15/671652,9999974,Robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2017-08-08,16777215,B25J-0009/1641,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
14/616992,9327408,Robot control device detecting contact with external environment,FANUC CORPORATION,FANUC,FANUC,JP,2015-02-09,16830165,B25J-0013/085,0.75,positive,GRAY,True,
14/698322,9682478,Safety monitoring device for robot gripping and carrying workpiece,Fanuc Corporation,FANUC,FANUC,JP,2015-04-28,16861442,B25J-0009/1674,0.75,positive,GRAY,True,
14/684930,9566707,Robot controller and robot system for moving robot in response to force,FANUC CORPORATION,FANUC,FANUC,JP,2015-04-13,16856776,B25J-0009/0081,0.75,positive,GRAY,True,
14/684625,9623567,Robot control device for controlling robot moved according to applied force,FANUC CORPORATION,FANUC,FANUC,JP,2015-04-13,16856777,B25J-0013/085,0.75,positive,GRAY,True,
15/476808,10363660,"Robot system controlling method, program, recording medium, robot system, and diagnosis apparatus",Canon Kabushiki Kaisha,CANON,CANON,JP,2017-03-31,16868953,B25J-0009/1676,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
14/684655,9555548,Robot control device for controlling robot moved according to applied force,FANUC CORPORATION,FANUC,FANUC,JP,2015-04-13,16856779,B25J-0009/1694,0.75,positive,GRAY,True,
14/794338,9701014,Robot control device for preventing misjudgment by collision judging part,FANUC CORPORATION,FANUC,FANUC,JP,2015-07-08,16896192,B25J-0009/1612,0.75,positive,GRAY,True,
14/943608,9505129,Robot control device for stopping robot by detecting contact force with person,FANUC CORPORATION,FANUC,FANUC,JP,2015-11-17,16975219,B25J-0009/1676,0.75,positive,GRAY,True,
15/063511,9776328,Robot control apparatus having function of detecting contact with object or person,FANUC CORPORATION,FANUC,FANUC,JP,2016-03-08,17024774,B25J-0009/1676,0.75,positive,GRAY,True,
15/508443,10195748,Humanoid robot,INTERMAN CORPORATION,INTERMAN,INTERMAN,JP,2015-08-31,16922021,B25J-0015/12,0.75,positive,T1_auto,True,
15/000714,9737991,Robot control device controlling robot based on external force applied to robot and robot system,FANUC CORPORATION,FANUC,FANUC,JP,2016-01-19,16988945,B25J-0009/1674,0.75,positive,GRAY,True,
15/171326,10112297,"Robot control apparatus, robot, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2016-06-02,17058016,B25J-0009/1633,0.75,positive,GRAY,True,
15/072648,9884425,"Robot, robot control device, and robotic system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2016-03-17,17031087,B25J-0009/1697,0.75,positive,GRAY,True,
15/267478,10189164,"Robot, control device, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2016-09-16,17107454,B25J-0013/088,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
15/246634,10105848,Machine that stops movement of member on drive axis due to abnormality in brake,FANUC CORPORATION,FANUC,FANUC,JP,2016-08-25,17100262,B25J-0009/1674,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
15/281874,10300608,Robot operating apparatus provided with handles for operating robot,FANUC CORPORATION,FANUC,FANUC,JP,2016-09-30,17113858,B25J-0013/085,0.75,positive,GRAY,True,
15/297258,10022879,Robot controller which records state of occurrence of emergency stop of robot,FANUC CORPORATION,FANUC,FANUC,JP,2016-10-19,17142491,B25J-0019/06,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
15/341744,10328585,Robot control device and robot system,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,2016-11-02,17142501,B25J-0019/06,0.75,positive,GRAY,True,
15/460781,10882182,"Robot apparatus, control method of robot apparatus, and recording medium",CANON KABUSHIKI KAISHA,CANON,CANON,JP,2017-03-16,17193958,B25J-0009/1633,0.75,positive,GRAY,True,
16/076642,11123883,Work robot,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,2017-02-07,17174425,B25J-0019/06,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
15/695140,10899018,Human-collaborative robot,FANUC CORPORATION,FANUC,FANUC,JP,2017-09-05,17277373,B25J-0013/085,0.75,positive,GRAY,True,
15/631556,10384345,Safety management method and safety management system,Fanuc Corporation,FANUC,FANUC,JP,2017-06-23,17259079,B25J-0009/1656,0.75,positive,GRAY,True,
15/676109,10603788,Robot simulation apparatus,FANUC CORPORATION,FANUC,FANUC,JP,2017-08-14,17277349,B25J-0009/1605,0.75,positive,GRAY,True,
15/724417,10486306,"Control device for controlling robot by learning action of person, robot system, and production system",FANUC CORPORATION,FANUC,FANUC,JP,2017-10-04,17295852,B25J-0009/163,0.75,positive,GRAY,True,
15/687902,10434647,"Robot control device, a robot control method, and a picking device",Kabushiki Kaisha Toshiba,TOSHIBA,TOSHIBA,JP,2017-08-28,17312907,B25J-0009/1633,0.75,positive,GRAY,True,
15/815544,10493632,Robot control device for controlling robot and method for estimating disturbance value applied to robot,FANUC CORPORATION,FANUC,FANUC,JP,2017-11-16,17317721,B25J-0013/085,0.75,positive,GRAY,True,
15/867311,10583558,Robot control device,FANUC CORPORATION,FANUC,FANUC,JP,2018-01-10,17337379,B25J-0009/1653,0.75,positive,GRAY,True,
15/901098,10562185,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2018-02-21,17386724,B25J-0009/1676,0.75,positive,GRAY,True,
16/615030,11478919,Robot system and method of controlling the robot system,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,2018-05-17,17399999,B25J-0003/04,0.75,positive,GRAY,True,
16/003333,10994414,Control device and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,2018-06-08,17407891,B25J-0009/161,0.75,positive,GRAY,True,
15/984738,10894315,Robot controller and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,2018-05-21,17407806,B25J-0009/0081,0.75,positive,GRAY,True,
15/948046,10647003,Programming device and robot control method,Fanuc Corporation,FANUC,FANUC,JP,2018-04-09,17399974,B25J-0009/1697,0.75,positive,GRAY,True,
15/995384,10668619,Controller and machine learning device,Fanuc Corporation,FANUC,FANUC,JP,2018-06-01,17407866,B25J-0009/163,0.75,positive,GRAY,True,
16/003476,10960542,Control device and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,2018-06-08,17407890,B25J-0009/1666,0.75,positive,GRAY,True,
16/105412,11440188,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2018-08-20,17446748,B25J-0009/1666,0.75,positive,GRAY,True,
16/117448,10569419,Control device and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2018-08-30,17446679,B25J-0009/1697,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/131485,10611032,Measurement system,Fanuc Corporation,FANUC,FANUC,JP,2018-09-14,17459214,B25J-0009/1692,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/136051,11135725,"Robot control system, robot control method and user apparatus for robot control system","Honda Motor Co., Ltd.",HONDA MOTOR,HONDA,JP,2018-09-19,17463198,B25J-0013/006,0.75,positive,GRAY,True,
16/180166,11110602,Robot control device and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,2018-11-05,17479239,B25J-0009/1664,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/141173,10875198,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2018-09-25,17463230,B25J-0019/06,0.75,positive,GRAY,True,
16/154190,10744645,Measurement system,FANUC CORPORATION,FANUC,FANUC,JP,2018-10-08,17469898,B25J-0009/1692,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/197364,11241796,Robot system and method for controlling robot system,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2018-11-21,17486264,B25J-0009/1697,0.75,positive,GRAY,True,
16/278455,11185993,Robot control device and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,2019-02-18,17525880,B25J-0013/06,0.75,positive,GRAY,True,
16/362387,10987806,Production method and production system that use robot,FANUC CORPORATION,FANUC,FANUC,JP,2019-03-22,17549864,B25J-0009/1633,0.75,positive,GRAY,True,
16/353245,11161256,Robot gravity balancer and robot,FANUC CORPORATION,FANUC,FANUC,JP,2019-03-14,17564095,B25J-0019/0016,0.75,positive,GRAY,False,제외:오탐사전(밸런서·NC 등)
16/420237,11376745,"Control device, robot, and robot system",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2019-05-23,17577677,B25J-0013/088,0.75,positive,GRAY,True,
16/517719,11440202,"Robot, control device and control method",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2019-07-22,17601607,B25J-0013/087,0.75,positive,GRAY,True,
16/287197,11179851,"Robot control device, robot control parameter adjustment method, and non-transitory storage medium storing program",KABUSHIKI KAISHA TOSHIBA,TOSHIBA,TOSHIBA,JP,2019-02-27,17615460,B25J-0009/1671,0.75,positive,GRAY,True,
17/265073,11878423,Robot system,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,2019-07-30,17604865,B25J-0009/1664,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/150440,10603798,Robot,FANUC CORPORATION,FANUC,FANUC,JP,2018-10-03,17490423,B25J-0013/085,0.75,positive,GRAY,True,
16/585937,11279021,Method and apparatus for controlling robots,DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,2019-09-27,17629096,B25J-0009/0081,0.75,positive,GRAY,True,
16/666623,11738469,"Control apparatus, robot system, and control method",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,미상,2019-10-29,17645267,B25J-0013/06,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/571433,11305434,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2019-09-16,17645333,B25J-0009/1633,0.75,positive,GRAY,True,
16/667963,11312008,"Robot system, robot, robot control device, robot control method, and encoder",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,2019-10-30,17645292,B25J-0009/102,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/662801,11123861,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2019-10-24,17648871,B25J-0009/1612,0.75,positive,GRAY,True,
16/797132,11590648,"Robot system, control apparatus, and control method",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,미상,2020-02-21,17692844,B25J-0009/12,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/856548,11389959,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2020-04-23,17743039,B25J-0009/1633,0.75,positive,GRAY,True,
16/817607,11331810,"Device, method and program for estimating weight and position of gravity center of load by using robot",FANUC CORPORATION,FANUC,FANUC,JP,2020-03-13,17710160,B25J-0013/085,0.75,positive,GRAY,True,
17/018345,11806874,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2020-09-11,17805917,B25J-0009/1633,0.75,positive,GRAY,True,
17/097127,11738458,Control method for robot system,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,미상,2020-11-13,17816532,B25J-0009/162,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
17/105526,11752630,Speed control method for robot to which one of a plurality of end effectors is detachably attachable and robot system including robot to which one of a plurality of end effectors is detachably attachable,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2020-11-26,17820514,B25J-0009/1674,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
17/178616,11731272,"Robot, control device, and information processing device",CANON KABUSHIKI KAISHA,CANON,CANON,JP,2021-02-18,17866088,B25J-0009/1664,0.75,positive,GRAY,True,
17/203773,12128564,Control method for robot and robot system,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2021-03-17,17869319,B25J-0009/1633,0.75,positive,GRAY,True,
17/671545,12109706,"Control device, robot system, control method, and non-transitory computer-readable medium","Honda Motor Co., Ltd.",HONDA MOTOR,HONDA,JP,2022-02-14,18013067,B25J-0009/1664,0.75,positive,GRAY,True,
16/760265,11511429,Method of improving safety of robot and method of evaluating safety of robot,"SAFETICS, INC.",SAFETICS,SAFETICS,KR,2018-10-31,20679015,B25J-0009/1671,0.75,positive,GRAY,True,
14/944603,10058996,Robot adaptive placement system with end-effector position estimation,"PERSIMMON TECHNOLOGIES, CORP.",PERSIMMON TECHNOLOGIES,PERSIMMON TECHNOLOGIES,US,2015-11-18,20670281,B25J-0009/1638,0.75,positive,GRAY,True,
16/609752,11904475,"Robot and operating system, control device, control method and storage medium thereof","BEIJING MAGIC PAL TECHNOLOGY CO., LTD. | BEIJING TOMATO TIME TECHNOLOGY CO., LTD.",BEIJING MAGIC PAL TECHNOLOGY,BEIJING MAGIC PAL TECHNOLOGY,CN,2019-03-06,20683319,B25J-0009/1664,0.75,positive,GRAY,True,
15/807574,10836042,Robot system,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2017-11-09,20799859,B25J-0009/1676,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/623483,11787068,Robot joint structure,SONY INTERACTIVE ENTERTAINMENT INC.,SONY INTERACTIVE ENTERTAINMENT,SONY,JP,2017-06-29,20823012,B25J-0017/00,0.75,positive,GRAY,True,
16/606889,11213952,Articulated robot and articulated robot system,NIDEC CORPORATION,NIDEC,NIDEC,JP,2018-04-23,20825451,B25J-0009/046,0.75,positive,GRAY,True,
16/680909,11267124,System and method for calibrating robot,"Samsung Electronics Co., Ltd.",SAMSUNG ELECTRONICS,SAMSUNG,KR,2019-11-12,24778148,B25J-0009/1692,0.75,positive,GRAY,True,
16/433247,11325268,Electronic device and method for calculating at least one parameter for measuring external force,"Samsung Electronics Co., Ltd.",SAMSUNG ELECTRONICS,SAMSUNG,KR,2019-06-06,24750568,B25J-0013/085,0.75,positive,GRAY,True,
16/683687,11426878,Method for controlling robot based on brain-computer interface and apparatus for controlling meal assistance robot thereof,Korea Institute of Science and Technology,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KR,2019-11-14,24894818,B25J-0011/008,0.75,positive,GRAY,True,
15/165336,9731420,System for configuring a robotic manipulator,"Amazon Technologies, Inc.",AMAZON TECHNOLOGIES,AMAZON,US,2016-05-26,27808775,B25J-0009/1697,0.75,positive,GRAY,True,
14/669374,9486921,Methods and systems for distributing remote assistance to facilitate robotic object manipulation,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2015-03-26,27848460,B25J-0009/1679,0.75,positive,GRAY,True,
14/966912,9694494,Feature identification and extrapolation for robotic item grasping,"AMAZON TECHNOLOGIES, INC.",AMAZON TECHNOLOGIES,AMAZON,US,2015-12-11,27917849,B25J-0009/1612,0.75,positive,GRAY,True,
14/835424,9616568,Generating a grasp affordance for an object based on a thermal image of the object that is captured following human manipulation of the object,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2015-08-25,27898373,B25J-0009/1612,0.75,positive,GRAY,True,
14/843288,9789610,Safe path planning for collaborative robots,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2015-09-02,27958774,B25J-0009/1666,0.75,positive,GRAY,True,
14/815624,9676098,Data collection from living subjects and controlling an autonomous robot using the data,Heinz Hemken,HEINZ HEMKEN,HEINZ HEMKEN,US,2015-07-31,27920203,B25J-0009/163,0.75,positive,GRAY,True,
15/047820,9802314,Soft body robot for physical interaction with humans,"Disney Enterprises, Inc.",DISNEY ENTERPRISES,DISNEY ENTERPRISES,US,2016-02-19,27963278,B25J-0009/1633,0.75,positive,T1_auto,True,
14/695166,9802317,Methods and systems for remote perception assistance to facilitate robotic object manipulation,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2015-04-24,27963280,B25J-0009/1687,0.75,positive,GRAY,True,
14/931458,9789607,Achieving a target gait in a legged robot based on steering commands,"BOSTON DYNAMICS, INC.",BOSTON DYNAMICS,HYUNDAI MOTOR GROUP(2021~)/구글·소프트뱅크(이전),US,2015-11-03,27958772,B25J-0013/006,0.75,positive,GRAY,True,
15/905353,10449675,Method and apparatus for robot-supported placement of objects,FerRobotics Compliant Robot Technology GmbH,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,AT,2018-02-26,28012709,B25J-0009/1687,0.75,positive,GRAY,True,
15/206066,9962831,"Biomimetic humanoid robotic model, control system, and simulation process",Stephen Favis,STEPHEN FAVIS,STEPHEN FAVIS,US,2016-07-08,28021570,B25J-0009/1075,0.75,positive,T1_auto,True,
14/827701,9987749,Control interface for robotic humanoid avatar system and related methods,"UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION, INC. | NAVY, SECRETARY OF THE UNITED STATES OF AMERICA",UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION,UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION,US,2015-08-17,28030569,B25J-0009/1689,0.75,positive,T1_auto,True,
15/815583,10220509,Anti-shake method of robot and robot thereof,UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN,2017-11-16,28115311,B25J-0009/12,0.75,positive,GRAY,True,
15/435544,10335946,Compositional impedance programming for robots,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,US,2017-02-17,28156876,B25J-0009/1641,0.75,positive,GRAY,True,
15/429241,10583557,Redundant underactuated robot with multi-mode control framework,GM Global Technology Operations LLC,GM GLOBAL TECHNOLOGY OPERATIONS,GM,US,2017-02-10,28247890,B25J-0009/1643,0.75,positive,GRAY,True,
15/432923,10632620,Motion control method and robot using same,UBTECH ROBOTICS CORP.,UBTECH ROBOTICS,UBTECH,CN,2017-02-15,28265797,B25J-0009/1664,0.75,positive,GRAY,True,
15/960272,10759051,Architecture and methods for robotic mobile manipulation system,GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC,GENERAL ELECTRIC,US,2018-04-23,28311454,B25J-0009/1664,0.75,positive,GRAY,True,
15/960571,10744643,Robot servo jitter suppression method and device,UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN,2018-04-24,28306193,B25J-0009/1653,0.75,positive,GRAY,True,
15/865203,10807246,Mobile robotic device and method of controlling the same manipulator for locomotion and manipulation,"Beijing Jingdong Shangke Information Technology Co., Ltd. | JD.com American Technologies Corporation",BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY,CN,2018-01-08,28329466,B25J-0009/1697,0.75,positive,GRAY,True,
16/219601,10843348,Actuator and gripper assembly,"Amazon Technologies, Inc.",AMAZON TECHNOLOGIES,AMAZON,US,2018-12-13,28343070,B25J-0015/0683,0.75,positive,GRAY,True,
16/033138,10899017,System for co-adaptation of robot control to human biomechanics,"HRL Laboratories, LLC",HRL LABORATORIES,HRL LABORATORIES,US,2018-07-11,28363351,B25J-0011/008,0.75,positive,GRAY,True,
16/669554,11007639,Joint control method for serial robot and serial robot using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2019-10-31,28403154,B25J-0009/06,0.75,positive,GRAY,True,
16/261572,10981275,"Robot control method, apparatus and storage medium with the same",UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN,2019-01-30,28393455,B25J-0009/1664,0.75,positive,GRAY,True,
15/814756,10987800,Rotary supplemental axis for robot,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,2017-11-16,28395806,B25J-0009/102,0.75,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/122439,11014240,Robot having dynamic safety zones,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,2018-09-05,28405563,B25J-0009/1676,0.75,positive,GRAY,True,
16/122201,11027432,Techniques for controlling position of an end effector of a robotic device relative to a virtual constraint,STRYKER CORPORATION,STRYKER,STRYKER,US,2018-09-05,28410413,B25J-0009/1694,0.75,positive,GRAY,True,
15/938926,11084170,Collaborative robot and a method for protecting collaborative robot from hazardous events,Wipro Limited,WIPRO,WIPRO,IN,2018-03-28,28431217,B25J-0009/1676,0.75,positive,GRAY,True,
16/734402,11161246,Robot path planning method and apparatus and robot using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-01-05,28460036,B25J-0009/1664,0.75,positive,GRAY,True,
16/269155,11203120,Mobile robotics frame system,INTRINSIC INNOVATION LLC,INTRINSIC INNOVATION,ALPHABET,US,2019-02-06,28475729,B25J-0009/0084,0.75,positive,GRAY,True,
16/645652,11389949,"Control device, control method, and control system",SONY CORPORATION,SONY,SONY,JP,2018-06-28,28545970,B25J-0009/0084,0.75,positive,GRAY,True,
16/817033,11440194,Physical human-robot interaction (pHRI),"Honda Motor Co., Ltd.",HONDA MOTOR,HONDA,JP,2020-03-12,28565014,B25J-0009/1694,0.75,positive,GRAY,True,
17/711960,11478927,Hybrid computing architectures with specialized processors to encode/decode latent representations for controlling dynamic mechanical systems,SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2022-04-01,28579630,B25J-0009/163,0.75,positive,T1_auto,True,
17/280305,11478937,Care robot controller,SOUTHEAST UNIVERSITY,SOUTHEAST UNIVERSITY,SOUTHEAST UNIVERSITY,CN,2020-04-21,28579632,B25J-0013/025,0.75,positive,GRAY,True,
16/874704,11491657,Remotely operated pneumatic manipulator based on kinect,Yuefeng Li | Wenyu Feng | Hongyu Yu,YUEFENG LI,YUEFENG LI,CN,2020-05-15,28584553,B25J-0009/1689,0.75,positive,T1_auto,True,
16/836427,11584013,"System, device and method for determining error in robotic manipulator-to-camera calibration",Wipro Limited,WIPRO,WIPRO,IN,2020-03-31,28619470,B25J-0009/1692,0.75,positive,GRAY,True,
17/192906,11602844,"Task hierarchical control method, and robot and computer readable storage medium using the same",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-03-05,28626420,B25J-0009/1633,0.75,positive,GRAY,True,
16/952070,11745343,Method and apparatus for controlling robot arms using elastic distortion simulations,Darrion Vinh Nguyen | Hao-Nhien Qui Vu,DARRION VINH NGUYEN,DARRION VINH NGUYEN,US,2020-11-18,28678033,B25J-0009/1641,0.75,positive,GRAY,True,
16/948187,11685045,Asynchronous robotic control using most recently selected robotic action data,GOOGLE LLC,GOOGLE,ALPHABET,US,2020-09-08,28656648,B25J-0009/161,0.75,positive,GRAY,True,
17/215990,11712804,Systems and methods for adaptive robotic motion control,"Samsung Electronics Co., Ltd. | Samsung Electronics Company, Ltd.",SAMSUNG ELECTRONICS,SAMSUNG,KR,2021-03-29,28666573,B25J-0009/1628,0.75,positive,GRAY,True,
17/345005,11717958,"Joint control method, computer-readable storage medium and multi-legged robot",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-06-11,28668498,B25J-0009/1607,0.75,positive,GRAY,True,
