record_id,patent_id,domain,title,abstract,text
10793905,10793905,genomeediting,Methods and systems for processing polynucleotides,"The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization. Such polynucleotide processing may be useful for a variety of applications, including analyte characterization by polynucleotide sequencing. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, and RNA (e.g., mRNA or CRISPR guide RNAs). Also described herein, are barcoded labelling agents and oligonucleotide molecules useful for “tagging” analytes for characterization.","Methods and systems for processing polynucleotides. The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization. Such polynucleotide processing may be useful for a variety of applications, including analyte characterization by polynucleotide sequencing. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, and RNA (e.g., mRNA or CRISPR guide RNAs). Also described herein, are barcoded labelling agents and oligonucleotide molecules useful for “tagging” analytes for characterization"
10808017,10808017,genomeediting,Ubiquitin variants and uses therof as 53BP1 inhibitors,"53BP1 inhibitors, compositions comprising the inhibitors and methods of using same are provided. The inhibitors can be used in combination with gene editing systems.","Ubiquitin variants and uses therof as 53BP1 inhibitors. 53BP1 inhibitors, compositions comprising the inhibitors and methods of using same are provided. The inhibitors can be used in combination with gene editing systems"
10808233,10808233,genomeediting,Engineered CRISPR-Cas9 nucleases with altered PAM specificity,"Engineered CRISPR-Cas9 nucleases with altered and improved PAM specificities and their use in genomic engineering, epigenomic engineering, and genome targeting.","Engineered CRISPR-Cas9 nucleases with altered PAM specificity. Engineered CRISPR-Cas9 nucleases with altered and improved PAM specificities and their use in genomic engineering, epigenomic engineering, and genome targeting"
10815525,10815525,genomeediting,Methods and systems for processing polynucleotides,"The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization. Such polynucleotide processing may be useful for a variety of applications, including analyte characterization by polynucleotide sequencing. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, and RNA (e.g., mRNA or CRISPR guide RNAs). Also described herein, are barcoded labelling agents and oligonucleotide molecules useful for “tagging” analytes for characterization.","Methods and systems for processing polynucleotides. The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization. Such polynucleotide processing may be useful for a variety of applications, including analyte characterization by polynucleotide sequencing. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, and RNA (e.g., mRNA or CRISPR guide RNAs). Also described herein, are barcoded labelling agents and oligonucleotide molecules useful for “tagging” analytes for characterization"
10822606,10822606,genomeediting,Optimized small guide RNAs and methods of use,"Methods, compositions, and kits are provided herein for CRISPER/Cas-mediated nucleic acid detection or modification.","Optimized small guide RNAs and methods of use. Methods, compositions, and kits are provided herein for CRISPER/Cas-mediated nucleic acid detection or modification"
10822622,10822622,genomeediting,Methods for treating cells containing fusion genes,"The present invention relates to methods for treating prostate cancer patients. It is based, at least in part, on the discovery that approximately 90% of men carrying at least one of the following fusion genes: TRMT11-GRIK2, SLC45A2-AMACR, MTOR-TP53BP1, LRRC59-FLJ60017, TMEM135-CCDC67 and CCNH-C5orf30 experienced prostate cancer recurrence, metastases and/or prostate cancer-specific death after radical prostatectomy (each examples of “progressive prostate cancer”), while these outcomes occurred in only 36% of men not carrying any of these fusion genes. It is also based, at least in part, on the discovery that a genome editing technique that specifically targets a fusion gene can induce cell death in a cancer cell that carries the fusion gene.","Methods for treating cells containing fusion genes. The present invention relates to methods for treating prostate cancer patients. It is based, at least in part, on the discovery that approximately 90% of men carrying at least one of the following fusion genes: TRMT11-GRIK2, SLC45A2-AMACR, MTOR-TP53BP1, LRRC59-FLJ60017, TMEM135-CCDC67 and CCNH-C5orf30 experienced prostate cancer recurrence, metastases and/or prostate cancer-specific death after radical prostatectomy (each examples of “progressive prostate cancer”), while these outcomes occurred in only 36% of men not carrying any of these fusion genes. It is also based, at least in part, on the discovery that a genome editing technique that specifically targets a fusion gene can induce cell death in a cancer cell that carries the fusion gene"
10829787,10829787,genomeediting,Ribonucleoprotein transfection agents,"Provided herein are compositions and methods useful, inter alia, for the delivery of ribonucleoprotein complexes (e.g., Cas9/guide RNA complexes) into cells. The compositions and methods provided herein are particularly useful for the delivery of ribonucleoprotein complexes into pluripotent cells and lymphatic cells.","Ribonucleoprotein transfection agents. Provided herein are compositions and methods useful, inter alia, for the delivery of ribonucleoprotein complexes (e.g., Cas9/guide RNA complexes) into cells. The compositions and methods provided herein are particularly useful for the delivery of ribonucleoprotein complexes into pluripotent cells and lymphatic cells"
10835598,10835598,genomeediting,"Prophylactic protection against viral infections, particularly HIV","An experiment has shown that ranpirnase is a microbicide. It is believed that topical application of a topical pharmaceutical composition consisting essentially of a prophylactically effective concentration of an enzymatically-active ribonuclease (e.g. ranpirnase) and a viscous vehicle that does not unacceptably interfere with the enzymatic activity (e.g. K-Y® Brand Jelly) will prophylactically protect an individual from a sexually-transmitted viral infection, particularly HIV. It is also believed that e.g. ranpirnase can be delivered to tissues of an individual who is to be prophylactically protected against viral infections by transfecting ranpirnase DNA into human microbiota and exposing the individual to the thus-modified human microbiota. It is also believed that ranpirnase can be delivered to a woman who is to be prophylactically protected against a sexually-transmitted viral infection by use of an intravaginal ring that has been impregnated with ranpirnase.","Prophylactic protection against viral infections, particularly HIV. An experiment has shown that ranpirnase is a microbicide. It is believed that topical application of a topical pharmaceutical composition consisting essentially of a prophylactically effective concentration of an enzymatically-active ribonuclease (e.g. ranpirnase) and a viscous vehicle that does not unacceptably interfere with the enzymatic activity (e.g. K-Y® Brand Jelly) will prophylactically protect an individual from a sexually-transmitted viral infection, particularly HIV. It is also believed that e.g. ranpirnase can be delivered to tissues of an individual who is to be prophylactically protected against viral infections by transfecting ranpirnase DNA into human microbiota and exposing the individual to the thus-modified human microbiota. It is also believed that ranpirnase can be delivered to a woman who is to be prophylactically protected against a sexually-transmitted viral infection by use of an intravaginal ring that has been impregnated with ranpirnase"
10837004,10837004,genomeediting,Compositions of and methods for in vitro viral genome engineering,"The present disclosure relates to a method of in vitro engineering of nucleic acids. This disclosure further relates to in vitro engineering of viral genomes and to the improvement of viral properties by in vitro genomic engineering of viral genomes. Specifically, the disclosure relates to in vitro viral genomic digestion using RNA-guided Cas9, the assembly of a recombinant genome by the insertion of a DNA or RNA fragment into the digested viral genome and transformation of a host cell with the recombinant genome. This method also related to in vitro engineering for error correction of nucleic acids.","Compositions of and methods for in vitro viral genome engineering. The present disclosure relates to a method of in vitro engineering of nucleic acids. This disclosure further relates to in vitro engineering of viral genomes and to the improvement of viral properties by in vitro genomic engineering of viral genomes. Specifically, the disclosure relates to in vitro viral genomic digestion using RNA-guided Cas9, the assembly of a recombinant genome by the insertion of a DNA or RNA fragment into the digested viral genome and transformation of a host cell with the recombinant genome. This method also related to in vitro engineering for error correction of nucleic acids"
10837024,10837024,genomeediting,Modifying messenger RNA stability in plant transformations,"Materials and methods for genome engineering through transient expression of a targeted nuclease are described herein. For example, the methods described herein can include introducing into a cell a messenger RNA (mRNA) that encodes a nuclease targeted to a selected sequence within the cell, where the stability of the mRNA is modified by the addition of untranslated regions (UTRs).","Modifying messenger RNA stability in plant transformations. Materials and methods for genome engineering through transient expression of a targeted nuclease are described herein. For example, the methods described herein can include introducing into a cell a messenger RNA (mRNA) that encodes a nuclease targeted to a selected sequence within the cell, where the stability of the mRNA is modified by the addition of untranslated regions (UTRs)"
10844374,10844374,genomeediting,Chimeric single-stranded antisense polynucleotides and double-stranded antisense agent,"Chimeric single-stranded polynucleotides and double-stranded antisense agents useful for modifying the expression of a target gene by means of an antisense effect are disclosed. The chimeric single-stranded antisense polynucleotide and double-stranded antisense agents comprise a central nucleotide region flanked by a first 5′-wing region and a first 3′-wing region of modified nucleotides, which are themselves flanked by a second 5′-wing region and/or a second 3′-wing region of nucleotides that have a low affinity for proteins and/or that have higher resistance to DNase or RNase than a natural DNA or RNA and are missing in a cell when the chimeric polynucleotide delivered. The double-stranded antisense agent further comprises a complementary strand annealed to the antisense strand. The polynucleotide can be used to modify RNA transcription levels, miRNA activity, or protein levels in cells.","Chimeric single-stranded antisense polynucleotides and double-stranded antisense agent. Chimeric single-stranded polynucleotides and double-stranded antisense agents useful for modifying the expression of a target gene by means of an antisense effect are disclosed. The chimeric single-stranded antisense polynucleotide and double-stranded antisense agents comprise a central nucleotide region flanked by a first 5′-wing region and a first 3′-wing region of modified nucleotides, which are themselves flanked by a second 5′-wing region and/or a second 3′-wing region of nucleotides that have a low affinity for proteins and/or that have higher resistance to DNase or RNase than a natural DNA or RNA and are missing in a cell when the chimeric polynucleotide delivered. The double-stranded antisense agent further comprises a complementary strand annealed to the antisense strand. The polynucleotide can be used to modify RNA transcription levels, miRNA activity, or protein levels in cells"
10844378,10844378,genomeediting,RNA-directed DNA cleavage by the Cas9-crRNA complex,Isolation or in vitro assembly of the Cas9-crRNA complex of the Streptococcus thermophilus CRISPR3/Cas system and use for cleavage of DNA bearing a nucleotide sequence complementary to the crRNA and a proto-spacer adjacent motif. Methods for site-specific modification of a target DNA molecule using an RNA-guided DNA endonuclease comprising at least one RNA sequence and at least one of an RuvC active site motif and an HNH active site motif; for conversion of Cas9 polypeptide into a nickase cleaving one strand of double-stranded DNA by inactivating one of the active sites (RuvC or HNH) in the polypeptide by at least one point mutation; for assembly of active polypeptide-polyribonucleotides complex in vivo or in vitro; and for re-programming a Cas9-crRNA complex specificity in vitro or using a cassette containing a single repeat-spacer-repeat unit.,RNA-directed DNA cleavage by the Cas9-crRNA complex. Isolation or in vitro assembly of the Cas9-crRNA complex of the Streptococcus thermophilus CRISPR3/Cas system and use for cleavage of DNA bearing a nucleotide sequence complementary to the crRNA and a proto-spacer adjacent motif. Methods for site-specific modification of a target DNA molecule using an RNA-guided DNA endonuclease comprising at least one RNA sequence and at least one of an RuvC active site motif and an HNH active site motif; for conversion of Cas9 polypeptide into a nickase cleaving one strand of double-stranded DNA by inactivating one of the active sites (RuvC or HNH) in the polypeptide by at least one point mutation; for assembly of active polypeptide-polyribonucleotides complex in vivo or in vitro; and for re-programming a Cas9-crRNA complex specificity in vitro or using a cassette containing a single repeat-spacer-repeat unit
10844403,10844403,genomeediting,Increasing specificity for RNA-guided genome editing,"Methods for increasing specificity of RNA-guided genome editing, e.g., editing using CRISPR/Cas9 systems.","Increasing specificity for RNA-guided genome editing. Methods for increasing specificity of RNA-guided genome editing, e.g., editing using CRISPR/Cas9 systems"
10851370,10851370,genomeediting,Homologous recombination directed genome editing in eukaryotes,"Disclosed herein are synthetic nucleic acids comprising a nucleic acid sequence that encodes a codon-Adapted Nuclear Argonaute protein (ANAGO) that is a species-specific to a eukaryote, and compositions comprising ANAGO and donor molecules for use in homologous recombination directed targeted gene editing in the eukaryote.","Homologous recombination directed genome editing in eukaryotes. Disclosed herein are synthetic nucleic acids comprising a nucleic acid sequence that encodes a codon-Adapted Nuclear Argonaute protein (ANAGO) that is a species-specific to a eukaryote, and compositions comprising ANAGO and donor molecules for use in homologous recombination directed targeted gene editing in the eukaryote"
10851380,10851380,genomeediting,Methods for cleaving a target DNA using a guide RNA specific for the target DNA and Cas protein-encoding nucleic acid or Cas protein,"The present invention relates to targeted genome editing in eukaryotic cells or organisms. More particularly, the present invention relates to a composition for cleaving a target DNA in eukaryotic cells or organisms comprising a guide RNA specific for the target DNA and Cas protein-encoding nucleic acid or Cas protein, and use thereof.","Methods for cleaving a target DNA using a guide RNA specific for the target DNA and Cas protein-encoding nucleic acid or Cas protein. The present invention relates to targeted genome editing in eukaryotic cells or organisms. More particularly, the present invention relates to a composition for cleaving a target DNA in eukaryotic cells or organisms comprising a guide RNA specific for the target DNA and Cas protein-encoding nucleic acid or Cas protein, and use thereof"
10858695,10858695,genomeediting,Nucleic acid amplification,"In some embodiments, provided are methods for nucleic acid amplification include subjecting the nucleic acid to be amplified to partially denaturing conditions. In some embodiments, methods for nucleic acid amplification include amplifying without fully denaturing the nucleic acid that is amplified. In some embodiments, the methods for nucleic acid amplification employ an enzyme that catalyzes homologous recombination and a polymerase. In some embodiments, methods for nucleic acid amplification can be conducted in a single reaction vessel. In some embodiments, methods for nucleic acid amplification can be conducted in a single continuous liquid phase of a reaction mixture, without need for compartmentalization of the reaction mixture or immobilization of reaction components. In some embodiments, methods for nucleic acid amplification comprise a amplifying at least one polynucleotide onto a surface under isothermal amplification conditions, optionally in the presence of a polymer. The polymer can include a sieving agent and/or a diffusion-reducing agent.","Nucleic acid amplification. In some embodiments, provided are methods for nucleic acid amplification include subjecting the nucleic acid to be amplified to partially denaturing conditions. In some embodiments, methods for nucleic acid amplification include amplifying without fully denaturing the nucleic acid that is amplified. In some embodiments, the methods for nucleic acid amplification employ an enzyme that catalyzes homologous recombination and a polymerase. In some embodiments, methods for nucleic acid amplification can be conducted in a single reaction vessel. In some embodiments, methods for nucleic acid amplification can be conducted in a single continuous liquid phase of a reaction mixture, without need for compartmentalization of the reaction mixture or immobilization of reaction components. In some embodiments, methods for nucleic acid amplification comprise a amplifying at least one polynucleotide onto a surface under isothermal amplification conditions, optionally in the presence of a polymer. The polymer can include a sieving agent and/or a diffusion-reducing agent"
10858699,10858699,genomeediting,Cleavable hairpin primers,"The invention describes composition and methods of use for novel hairpin blocked-cleavable primers. In one embodiment unblocking occurs through action of RNase H2. The method improves the specificity of PCR and reduces primer dimer events, enabling higher level multiplex reactions. Additionally, the invention protects RNA-containing primers from attack by single-strand RNases.","Cleavable hairpin primers. The invention describes composition and methods of use for novel hairpin blocked-cleavable primers. In one embodiment unblocking occurs through action of RNase H2. The method improves the specificity of PCR and reduces primer dimer events, enabling higher level multiplex reactions. Additionally, the invention protects RNA-containing primers from attack by single-strand RNases"
10858702,10858702,genomeediting,Methods and systems for processing polynucleotides,"The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization. Such polynucleotide processing may be useful for a variety of applications, including analyte characterization by polynucleotide sequencing. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, and RNA (e.g., mRNA or CRISPR guide RNAs). Also described herein, are barcoded labelling agents and oligonucleotide molecules useful for “tagging” analytes for characterization.","Methods and systems for processing polynucleotides. The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization. Such polynucleotide processing may be useful for a variety of applications, including analyte characterization by polynucleotide sequencing. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, and RNA (e.g., mRNA or CRISPR guide RNAs). Also described herein, are barcoded labelling agents and oligonucleotide molecules useful for “tagging” analytes for characterization"
10870864,10870864,genomeediting,Methods for engineering T cells for immunotherapy by using RNA-guided Cas nuclease system,"The present invention relates to methods of developing genetically engineered, preferably non-alloreactive T-cells for immunotherapy. This method involves the use of RNA-guided endonucleases, in particular Cas9/CRISPR system, to specifically target a selection of key genes in T-cells. The engineered T-cells are also intended to express chimeric antigen receptors (CAR) to redirect their immune activity towards malignant or infected cells. The invention opens the way to standard and affordable adoptive immunotherapy strategies using T-Cells for treating cancer and viral infections.","Methods for engineering T cells for immunotherapy by using RNA-guided Cas nuclease system. The present invention relates to methods of developing genetically engineered, preferably non-alloreactive T-cells for immunotherapy. This method involves the use of RNA-guided endonucleases, in particular Cas9/CRISPR system, to specifically target a selection of key genes in T-cells. The engineered T-cells are also intended to express chimeric antigen receptors (CAR) to redirect their immune activity towards malignant or infected cells. The invention opens the way to standard and affordable adoptive immunotherapy strategies using T-Cells for treating cancer and viral infections"
10870865,10870865,genomeediting,Particle for the encapsidation of a genome engineering system,"The present invention relates to a retroviral particle comprising a protein derived from the Gag polyprotein, an envelope protein, optionally an integrase and at least two encapsidated non-viral RNAs, the encapsidated non-viral RNAs each comprising an RNA sequence of interest bound to an encapsidation sequence, each encapsidation sequence being recognized by a binding domain introduced into the protein derived from the Gag polyprotein and/or into the integrase, and at least one of said sequences of interest of the encapsidated non-viral RNAs comprises a part coding a nuclease.","Particle for the encapsidation of a genome engineering system. The present invention relates to a retroviral particle comprising a protein derived from the Gag polyprotein, an envelope protein, optionally an integrase and at least two encapsidated non-viral RNAs, the encapsidated non-viral RNAs each comprising an RNA sequence of interest bound to an encapsidation sequence, each encapsidation sequence being recognized by a binding domain introduced into the protein derived from the Gag polyprotein and/or into the integrase, and at least one of said sequences of interest of the encapsidated non-viral RNAs comprises a part coding a nuclease"
10876100,10876100,genomeediting,Crispr enzyme mutations reducing off-target effects,"Disclosed and claimed are mutation(s) or modification(s) of the CRISPR enzyme, for example a Cas enzyme such as a Cas9, which obtain an improvement, for instance a reduction, as to off-target effects of a CRISPR-Cas or CRISPR-enzyme or CRISPR-Cas9 system or complex containing or including such a mutated or modified Cas or CRISPR enzyme or Cas9. Methods for making and using and uses of such mutated or modified Cas or CRISPR enzyme or Cas9 and systems or complexes containing the same and products from such methods and uses are also disclosed and claimed.","Crispr enzyme mutations reducing off-target effects. Disclosed and claimed are mutation(s) or modification(s) of the CRISPR enzyme, for example a Cas enzyme such as a Cas9, which obtain an improvement, for instance a reduction, as to off-target effects of a CRISPR-Cas or CRISPR-enzyme or CRISPR-Cas9 system or complex containing or including such a mutated or modified Cas or CRISPR enzyme or Cas9. Methods for making and using and uses of such mutated or modified Cas or CRISPR enzyme or Cas9 and systems or complexes containing the same and products from such methods and uses are also disclosed and claimed"
10900034,10900034,genomeediting,Guide RNA with chemical modifications,"The present invention relates to modified guide RNAs and their use in clustered, regularly interspaced, short palindromic repeats (CRISPR)/CRISPR-associated (Cas) systems.","Guide RNA with chemical modifications. The present invention relates to modified guide RNAs and their use in clustered, regularly interspaced, short palindromic repeats (CRISPR)/CRISPR-associated (Cas) systems"
10900054,10900054,genomeediting,Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription,"The present disclosure provides a DNA-targeting RNA that comprises a targeting sequence and, together with a modifying polypeptide, provides for site-specific modification of a target DNA and/or a polypeptide associated with the target DNA. The present disclosure further provides site-specific modifying polypeptides. The present disclosure further provides methods of site-specific modification of a target DNA and/or a polypeptide associated with the target DNA The present disclosure provides methods of modulating transcription of a target nucleic acid in a target cell, generally involving contacting the target nucleic acid with an enzymatically inactive Cas9 polypeptide and a DNA-targeting RNA. Kits and compositions for carrying out the methods are also provided. The present disclosure provides genetically modified cells that produce Cas9; and Cas9 transgenic non-human multicellular organisms.","Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription. The present disclosure provides a DNA-targeting RNA that comprises a targeting sequence and, together with a modifying polypeptide, provides for site-specific modification of a target DNA and/or a polypeptide associated with the target DNA. The present disclosure further provides site-specific modifying polypeptides. The present disclosure further provides methods of site-specific modification of a target DNA and/or a polypeptide associated with the target DNA The present disclosure provides methods of modulating transcription of a target nucleic acid in a target cell, generally involving contacting the target nucleic acid with an enzymatically inactive Cas9 polypeptide and a DNA-targeting RNA. Kits and compositions for carrying out the methods are also provided. The present disclosure provides genetically modified cells that produce Cas9; and Cas9 transgenic non-human multicellular organisms"
10900094,10900094,genomeediting,Methods of identifying and modulating pathogen resistance in plants,Pathogenic fungi from the genus Sphaerulina cause damage to a diverse array of economically important plant species. The present disclosure provides methods of determining whether a plant is susceptible to pathogenic fungi infections. The disclosure further provides methods of engineering pathogenic fungi-resistant plants from susceptible plants using targeted genome editing techniques.,Methods of identifying and modulating pathogen resistance in plants. Pathogenic fungi from the genus Sphaerulina cause damage to a diverse array of economically important plant species. The present disclosure provides methods of determining whether a plant is susceptible to pathogenic fungi infections. The disclosure further provides methods of engineering pathogenic fungi-resistant plants from susceptible plants using targeted genome editing techniques
10907199,10907199,genomeediting,Double-strand DNA break quantification method,The present disclosure provides the quantification of double-strand breaks in DNA molecules using terminal deoxynucleotidyl transferase using a preliminary step of nick gap and repair. This preliminary step comprising contacting the DNA molecules with both a DNA ligase and a DNA polymerase to repair DNA nicks and remove DNA gaps prior to using the terminal deoxynucleotidyl transferase.,Double-strand DNA break quantification method. The present disclosure provides the quantification of double-strand breaks in DNA molecules using terminal deoxynucleotidyl transferase using a preliminary step of nick gap and repair. This preliminary step comprising contacting the DNA molecules with both a DNA ligase and a DNA polymerase to repair DNA nicks and remove DNA gaps prior to using the terminal deoxynucleotidyl transferase
10912833,10912833,genomeediting,Delivery of negatively charged proteins using cationic lipids,"Compositions, methods, strategies, kits, and systems for the delivery of negatively charged proteins, protein complexes, and fusion proteins, using cationic polymers or lipids are provided. Delivery of proteins into cells can be effected in vivo, ex vivo, or in vitro. Proteins that can be delivered using the compositions, methods, strategies, kits, and systems provided herein include, without limitation, enzymes, transcription factors, genome editing proteins, Cas9 proteins, TALEs, TALENs, nucleases, binding proteins (e.g., ligands, receptors, antibodies, antibody fragments; nucleic acid binding proteins, etc.), structural proteins, and therapeutic proteins (e.g., tumor suppressor proteins, therapeutic enzymes, growth factors, growth factor receptors, transcription factors, proteases, etc.), as well as variants and fusions of such proteins.","Delivery of negatively charged proteins using cationic lipids. Compositions, methods, strategies, kits, and systems for the delivery of negatively charged proteins, protein complexes, and fusion proteins, using cationic polymers or lipids are provided. Delivery of proteins into cells can be effected in vivo, ex vivo, or in vitro. Proteins that can be delivered using the compositions, methods, strategies, kits, and systems provided herein include, without limitation, enzymes, transcription factors, genome editing proteins, Cas9 proteins, TALEs, TALENs, nucleases, binding proteins (e.g., ligands, receptors, antibodies, antibody fragments; nucleic acid binding proteins, etc.), structural proteins, and therapeutic proteins (e.g., tumor suppressor proteins, therapeutic enzymes, growth factors, growth factor receptors, transcription factors, proteases, etc.), as well as variants and fusions of such proteins"
10920215,10920215,genomeediting,"Method for modifying genome sequence to introduce specific mutation to targeted DNA sequence by base-removal reaction, and molecular complex used therein","The present invention provides a method of modifying a targeted site of a double stranded DNA, including a step of contacting a complex wherein a nucleic acid sequence-recognizing module that specifically binds to a target nucleotide sequence in a selected double stranded DNA and DNA glycosylase with sufficiently low reactivity with a DNA having an unrelaxed double helix structure (unrelaxed DNA) are bonded, with the double stranded DNA, to convert one or more nucleotides in the targeted site to other one or more nucleotides or delete one or more nucleotides, or insert one or more nucleotides into the targeted site, without cleaving at least one strand of the double stranded DNA in the targeted site.","Method for modifying genome sequence to introduce specific mutation to targeted DNA sequence by base-removal reaction, and molecular complex used therein. The present invention provides a method of modifying a targeted site of a double stranded DNA, including a step of contacting a complex wherein a nucleic acid sequence-recognizing module that specifically binds to a target nucleotide sequence in a selected double stranded DNA and DNA glycosylase with sufficiently low reactivity with a DNA having an unrelaxed double helix structure (unrelaxed DNA) are bonded, with the double stranded DNA, to convert one or more nucleotides in the targeted site to other one or more nucleotides or delete one or more nucleotides, or insert one or more nucleotides into the targeted site, without cleaving at least one strand of the double stranded DNA in the targeted site"
10925263,10925263,genomeediting,Multiplexed genome editing,"A method of modulating some or all copies of a gene in a cell is provided including introducing into a cell one or more ribonucleic acid (RNA) sequences that comprise a portion that is complementary to all or a portion of each of the one or more target nucleic acid sequences, and a nucleic acid sequence that encodes a Cas protein and maintaining the cells under conditions in which the Cas protein is expressed and the Cas protein binds and modulates the one or more target nucleic acid sequences in the cell.","Multiplexed genome editing. A method of modulating some or all copies of a gene in a cell is provided including introducing into a cell one or more ribonucleic acid (RNA) sequences that comprise a portion that is complementary to all or a portion of each of the one or more target nucleic acid sequences, and a nucleic acid sequence that encodes a Cas protein and maintaining the cells under conditions in which the Cas protein is expressed and the Cas protein binds and modulates the one or more target nucleic acid sequences in the cell"
10928386,10928386,genomeediting,Methods and systems for characterizing multiple analytes from individual cells or cell populations,"The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization from a single cell. Such polynucleotide processing may be useful for a variety of applications. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, epigenetic information (e.g., accessible chromatin, DNA methylation), and RNA molecules (e.g., mRNA or CRISPR guide RNAs). In some cases, the disclosed methods comprise analysis of analytes from a cell using a cell bead.","Methods and systems for characterizing multiple analytes from individual cells or cell populations. The present disclosure provides compositions, methods, systems, and devices for polynucleotide processing and analyte characterization from a single cell. Such polynucleotide processing may be useful for a variety of applications. The compositions, methods, systems, and devices disclosed herein generally describe barcoded oligonucleotides, which can be bound to a bead, such as a gel bead, useful for characterizing one or more analytes including, for example, protein (e.g., cell surface or intracellular proteins), genomic DNA, epigenetic information (e.g., accessible chromatin, DNA methylation), and RNA molecules (e.g., mRNA or CRISPR guide RNAs). In some cases, the disclosed methods comprise analysis of analytes from a cell using a cell bead"
10941395,10941395,genomeediting,Method for gene editing,"The present disclosure relates to compositions and methods for modifying a gene sequence, and for systems for delivering such compositions. For example, the disclosure relates to modifying a gene sequence using a CRISPR-Cas9 or other nucleic acid editing system, and methods and delivery systems for achieving such gene modification, such as viral or non-viral delivery systems.","Method for gene editing. The present disclosure relates to compositions and methods for modifying a gene sequence, and for systems for delivering such compositions. For example, the disclosure relates to modifying a gene sequence using a CRISPR-Cas9 or other nucleic acid editing system, and methods and delivery systems for achieving such gene modification, such as viral or non-viral delivery systems"
10947530,10947530,genomeediting,Adenosine nucleobase editors and uses thereof,"The disclosure provides adenosine deaminases that are capable of deaminating adenosine in DNA. The disclosure also provides fusion proteins comprising a Cas9 (e.g., a Cas9 nickase) domain and adenosine deaminases that deaminate adenosine in DNA. In some embodiments, the fusion proteins further comprise a nuclear localization sequence (NLS), and/or an inhibitor of base repair, such as, a nuclease dead inosine specific nuclease (dISN).","Adenosine nucleobase editors and uses thereof. The disclosure provides adenosine deaminases that are capable of deaminating adenosine in DNA. The disclosure also provides fusion proteins comprising a Cas9 (e.g., a Cas9 nickase) domain and adenosine deaminases that deaminate adenosine in DNA. In some embodiments, the fusion proteins further comprise a nuclear localization sequence (NLS), and/or an inhibitor of base repair, such as, a nuclease dead inosine specific nuclease (dISN)"
