family_id,expansion_level,title,abstract,text,label
63067425,SEED,A kind of infectious spleen and kidney necrosis virus ORF069 gene-deleted strains and its preparation method and application,"The present invention provides a kind of infectious spleen and kidney necrosis virus ORF069 gene-deleted strains and its preparation method and application, for manufactured attenuated viral strains after infectious spleen and kidney necrosis virus strain missing ORF069 genes.The present invention also provides a kind of infectious spleen and kidney necrosis virus ORF069 gene-deleted strains and its preparation method and application with selection markers, ORF069 genes, and the manufactured attenuated viral strains after riddled basins are inserted into the position of gene delection homologous recombination have been lacked for infectious spleen and kidney necrosis virus.Infectious spleen and kidney necrosis virus ORF069 gene-deleted strains provided by the invention are a kind of recombination engineered vaccines having knocked out ORF069 genes, virulence is weaker, substantially reduce the fish morbidity lethality being immunized, significant immune effect can reach using immersion immunity, it need not inject, application value is very big.","A kind of infectious spleen and kidney necrosis virus ORF069 gene-deleted strains and its preparation method and application The present invention provides a kind of infectious spleen and kidney necrosis virus ORF069 gene-deleted strains and its preparation method and application, for manufactured attenuated viral strains after infectious spleen and kidney necrosis virus strain missing ORF069 genes.The present invention also provides a kind of infectious spleen and kidney necrosis virus ORF069 gene-deleted strains and its preparation method and application with selection markers, ORF069 genes, and the manufactured attenuated viral strains after riddled basins are inserted into the position of gene delection homologous recombination have been lacked for infectious spleen and kidney necrosis virus.Infectious spleen and kidney necrosis virus ORF069 gene-deleted strains provided by the invention are a kind of recombination engineered vaccines having knocked out ORF069 genes, virulence is weaker, substantially reduce the fish morbidity lethality being immunized, significant immune effect can reach using immersion immunity, it need not inject, application value is very big.",1
32464416,ANTISEED-manual,Method for detecting mutation,A method for precisely and effectively detecting mutations of organism is provided. The method for detecting a mutation includes the steps of: a) amplifying a target polynucleotide using a forward primer and a reverse primer; b) generating fragments of two or more single-stranded polynucleotides including one or more mutations sequence having the size of 2-32 bases by cleaving the amplified polynucleotide with restriction enzymes; and c) measuring the molecular weight of the cleaved fragments.,Method for detecting mutation A method for precisely and effectively detecting mutations of organism is provided. The method for detecting a mutation includes the steps of: a) amplifying a target polynucleotide using a forward primer and a reverse primer; b) generating fragments of two or more single-stranded polynucleotides including one or more mutations sequence having the size of 2-32 bases by cleaving the amplified polynucleotide with restriction enzymes; and c) measuring the molecular weight of the cleaved fragments.,0
70279465,ANTISEED-manual,"Bioprinter devices, systems and methods for printing soft gels for the treatment of musculoskeletal and skin disorders","Disclosed are devices, systems and methods that utilize bioprinters to form scaffold structures in situ to facilitate treatment of the musculoskeletal or skin disorders in patients. A method for treating a musculoskeletal disorder of a patient includes positioning a bioprinter at a situs of the musculoskeletal disorder, or a situs of a skin injury, in the patient. The method includes extruding a hydrogel formulation from the bioprinter into the situs. The method includes curing the hydrogel formulation in the situs. The hydrogel formulation has a composition effective to generate, upon the curing, a scaffold structure in the situs to facilitate muscle hypertrophy, or skin wound healing, in the situs.","Bioprinter devices, systems and methods for printing soft gels for the treatment of musculoskeletal and skin disorders Disclosed are devices, systems and methods that utilize bioprinters to form scaffold structures in situ to facilitate treatment of the musculoskeletal or skin disorders in patients. A method for treating a musculoskeletal disorder of a patient includes positioning a bioprinter at a situs of the musculoskeletal disorder, or a situs of a skin injury, in the patient. The method includes extruding a hydrogel formulation from the bioprinter into the situs. The method includes curing the hydrogel formulation in the situs. The hydrogel formulation has a composition effective to generate, upon the curing, a scaffold structure in the situs to facilitate muscle hypertrophy, or skin wound healing, in the situs.",0
27400386,ANTISEED-manual,Enhanced system for construction of adenovirus vectors,"In the present invention, viruses, plasmids or both are constructed which contain viral DNA, at least one head-to-head ITR junction, and optionally, recombinase recognition sites positioned such that site-specific recombination between recombinase recognition sites in separate plasmids results in generation of infectious viral DNA at high-efficiency in cotransfected host cells that have been engineered to express a site-specific recombinase. Because of the high-efficiency and specificity of the Cre enzyme, suitably engineered plasmids can be readily recombined to produce infectious virus at high-efficiency in cotransfected 293 cells, without, at the same time, producing wild-type adenovirus, with the attendant problems for removal thereof. Use of recombinases besides Cre and recombinase recognition sites besides lox sites, and use of cells other than 293 cells are also disclosed and enabled, as are kits incorporating the site-specific vector system, as well as compositions and methods for using such compositions as vaccines or in gene therapeutic applications. Enhancements in the efficiency of both site-specific and homologous recombination are provided by inclusion of at least one head-to-head ITR junction.","Enhanced system for construction of adenovirus vectors In the present invention, viruses, plasmids or both are constructed which contain viral DNA, at least one head-to-head ITR junction, and optionally, recombinase recognition sites positioned such that site-specific recombination between recombinase recognition sites in separate plasmids results in generation of infectious viral DNA at high-efficiency in cotransfected host cells that have been engineered to express a site-specific recombinase. Because of the high-efficiency and specificity of the Cre enzyme, suitably engineered plasmids can be readily recombined to produce infectious virus at high-efficiency in cotransfected 293 cells, without, at the same time, producing wild-type adenovirus, with the attendant problems for removal thereof. Use of recombinases besides Cre and recombinase recognition sites besides lox sites, and use of cells other than 293 cells are also disclosed and enabled, as are kits incorporating the site-specific vector system, as well as compositions and methods for using such compositions as vaccines or in gene therapeutic applications. Enhancements in the efficiency of both site-specific and homologous recombination are provided by inclusion of at least one head-to-head ITR junction.",0
41180464,SEED,"Composition, useful e.g. transfection comprises a non-viral gene delivery system containing e.g. cationic lipid, and an agent for partial suppression and/or activation of innate intracellular and/or intercellular immune defense","Composition for transfection, comprises: (a) a non-viral gene delivery system containing cationic lipid, cationic polymer or a cationic protein, a compound, which exhibits a DNA and/or RNA-binding domain, and/or a compound; and (b) an agent for partial suppression and/or activation of innate intracellular and/or intercellular immune defense comprising e.g. an antibody against toll-like receptor (TLR) 1 to TLR 13 and cytokine receptor or cytokine receptor-antagonist and an inhibitor of the kinase of mitogen-activated protein kinase 1 (MEK1) and/or MEK2. Composition for transfection, comprises: (a) a non-viral gene delivery system containing a cationic lipid, a cationic polymer or a cationic protein, a compound, which exhibits a DNA and/or RNA-binding domain and activates receptor-mediated endocytosis or a membrane transfer, and/or a compound, which is covalently bonded to DNA and/or RNA and activates receptor-mediated endocytosis or a membrane transfer; and (b) an agent for at least partial suppression and/or activation of the innate intracellular and/or intercellular immune defense comprising an antibody against toll-like receptor (TLR) 1 to TLR 13, an antibody against a cytokine receptor or a cytokine receptor-antagonist, an inhibitor of the kinase of mitogen-activated protein kinase/extracellular signal-regulated kinase 1 (MEK1) and/or MEK2, an agonist for TLR7 and/or TLR8 comprising bropirimine, imidazoquinoline, thiazoloquinoline and/or guanosine analogs. Independent claims are included for: (1) a kit of parts for transfection, comprising the composition; and (2) a procedure for improving the transfection output of non-viral gene delivery system comprising treating the cells with (b), before and/or during the transfection and inserting the transfection genetic material into the cells or treating the cells with (b), before, during and/or after and inserting modified or unmodified small interfering RNA (siRNA) into the cells. ACTIVITY : CNS-Gen.; Respiratory-Gen.; Muscular-Gen.; Metabolic; Antilipemic; Hemostatic; Antianemic; Cytostatic; Virucide; Ophthalmological; Neuroprotective; Antiinflammatory. MECHANISM OF ACTION : Gene therapy.","Composition, useful e.g. transfection comprises a non-viral gene delivery system containing e.g. cationic lipid, and an agent for partial suppression and/or activation of innate intracellular and/or intercellular immune defense Composition for transfection, comprises: (a) a non-viral gene delivery system containing cationic lipid, cationic polymer or a cationic protein, a compound, which exhibits a DNA and/or RNA-binding domain, and/or a compound; and (b) an agent for partial suppression and/or activation of innate intracellular and/or intercellular immune defense comprising e.g. an antibody against toll-like receptor (TLR) 1 to TLR 13 and cytokine receptor or cytokine receptor-antagonist and an inhibitor of the kinase of mitogen-activated protein kinase 1 (MEK1) and/or MEK2. Composition for transfection, comprises: (a) a non-viral gene delivery system containing a cationic lipid, a cationic polymer or a cationic protein, a compound, which exhibits a DNA and/or RNA-binding domain and activates receptor-mediated endocytosis or a membrane transfer, and/or a compound, which is covalently bonded to DNA and/or RNA and activates receptor-mediated endocytosis or a membrane transfer; and (b) an agent for at least partial suppression and/or activation of the innate intracellular and/or intercellular immune defense comprising an antibody against toll-like receptor (TLR) 1 to TLR 13, an antibody against a cytokine receptor or a cytokine receptor-antagonist, an inhibitor of the kinase of mitogen-activated protein kinase/extracellular signal-regulated kinase 1 (MEK1) and/or MEK2, an agonist for TLR7 and/or TLR8 comprising bropirimine, imidazoquinoline, thiazoloquinoline and/or guanosine analogs. Independent claims are included for: (1) a kit of parts for transfection, comprising the composition; and (2) a procedure for improving the transfection output of non-viral gene delivery system comprising treating the cells with (b), before and/or during the transfection and inserting the transfection genetic material into the cells or treating the cells with (b), before, during and/or after and inserting modified or unmodified small interfering RNA (siRNA) into the cells. ACTIVITY : CNS-Gen.; Respiratory-Gen.; Muscular-Gen.; Metabolic; Antilipemic; Hemostatic; Antianemic; Cytostatic; Virucide; Ophthalmological; Neuroprotective; Antiinflammatory. MECHANISM OF ACTION : Gene therapy.",1
63919534,SEED,Methods and compositions of anti-crispr proteins for use in plants,"Methods and compositions are provided for the use of anti-CRISPR (ACR) proteins in plants, including modulation of Cas endonuclease activity, improvement of frequency of homologous recombination, control of Cas endonuclease activity during various cell cycles, spatial and/or temporal regulation of Cas endonuclease activity in plants, usage in gene activation or repression, as well as reduction of off-target polynucleotide cleavage.","Methods and compositions of anti-crispr proteins for use in plants Methods and compositions are provided for the use of anti-CRISPR (ACR) proteins in plants, including modulation of Cas endonuclease activity, improvement of frequency of homologous recombination, control of Cas endonuclease activity during various cell cycles, spatial and/or temporal regulation of Cas endonuclease activity in plants, usage in gene activation or repression, as well as reduction of off-target polynucleotide cleavage.",1
71603074,SEED,composition for gene editing based on CRISPR-CAS,"The present invention relates to a composition for improving the cell permeability and gene correction efficiency of Cas protein and guide RNA, and in the case of gene correction technology through CRISPR-Cas that is currently used, it is difficult to inject into a cell in a complex form, and stability is proved even when injected It does not work, has low efficiency, and has an off-target problem. However, when the composition for gene editing of the present invention is used, not only the intracellular delivery efficiency is remarkably high, but off-target can be suppressed, and stability can be secured, which can be usefully utilized as a gene therapy.","composition for gene editing based on CRISPR-CAS The present invention relates to a composition for improving the cell permeability and gene correction efficiency of Cas protein and guide RNA, and in the case of gene correction technology through CRISPR-Cas that is currently used, it is difficult to inject into a cell in a complex form, and stability is proved even when injected It does not work, has low efficiency, and has an off-target problem. However, when the composition for gene editing of the present invention is used, not only the intracellular delivery efficiency is remarkably high, but off-target can be suppressed, and stability can be secured, which can be usefully utilized as a gene therapy.",1
59167093,ANTISEED-manual,For the kit of juvenile form osteoporosis detection,"The invention discloses a kind of kit for the detection of juvenile form osteoporosis.The present invention is compared by gene and finds that DKK1 genes have obvious mutational site in juvenile form sufferers of osteoporosis face and normal population, is 1020 sites.By detecting this mutational site, 1 for being especially to provide pair specific primer pair, can with it is specific identification human body when suffer from juvenile form osteoporosis symptoms.The detection method has easy to detect relative to the method for prior art, and quickly and accurately advantage, is suitable for promoting the use of.","For the kit of juvenile form osteoporosis detection The invention discloses a kind of kit for the detection of juvenile form osteoporosis.The present invention is compared by gene and finds that DKK1 genes have obvious mutational site in juvenile form sufferers of osteoporosis face and normal population, is 1020 sites.By detecting this mutational site, 1 for being especially to provide pair specific primer pair, can with it is specific identification human body when suffer from juvenile form osteoporosis symptoms.The detection method has easy to detect relative to the method for prior art, and quickly and accurately advantage, is suitable for promoting the use of.",0
34965928,ANTISEED-manual,System and method for detecting West Nile Virus,"The present invention relates to a system for detecting West Nile Virus (WNV) in a sample by detecting nucleic acids having been amplified and comprising the coding region of the membrane protein of WNV. Further, a method and a kit for the detection of amplified nucleic acids comprising the coding region of the membrane protein of WNV are disclosed.","System and method for detecting West Nile Virus The present invention relates to a system for detecting West Nile Virus (WNV) in a sample by detecting nucleic acids having been amplified and comprising the coding region of the membrane protein of WNV. Further, a method and a kit for the detection of amplified nucleic acids comprising the coding region of the membrane protein of WNV are disclosed.",0
23238343,ANTISEED-AF,Infusion monitoring device with snap action cut-off means,,Infusion monitoring device with snap action cut-off means,0
41356902,ANTISEED-AF,Semiconductor storage system capable of parallel processing,The disclosed semiconductor storage system includes a host interface and a multi driver configured to process data in parallel as at least two memory chips simultaneously receive a single read or write command provided by the host interface.,Semiconductor storage system capable of parallel processing The disclosed semiconductor storage system includes a host interface and a multi driver configured to process data in parallel as at least two memory chips simultaneously receive a single read or write command provided by the host interface.,0
19541552,ANTISEED-manual,Recombination fluorescent vector made from human adenovirus type 2 and selecting method of gp50 gene recombination human adenovirus of porcine aujesky&#39;s disease virus,"PURPOSE: Provided are a fluorescent vector, which is used for the production of vaccine of porcine Aujesky&#39;s disease and a method for selecting recombination virus using the same. CONSTITUTION: A fluorescent vector pHAVE3 is prepared by amplifying pVIII gene corresponding to 5&#39; region of E3 gene of human Adenovirus type II, a partial sequence(27100-28811bp) having 1,712base, before open reading frame of E3 gene being 19kd, a partial sequence(30,851-32,760bp) having 1,910base, after E3-2 polyadenylation signal corresponding to 3&#39; region of E3 gene; cloning them into SpeI of plasmid pGEMT; and inserting BamH I restriction site","Recombination fluorescent vector made from human adenovirus type 2 and selecting method of gp50 gene recombination human adenovirus of porcine aujesky&#39;s disease virus PURPOSE: Provided are a fluorescent vector, which is used for the production of vaccine of porcine Aujesky&#39;s disease and a method for selecting recombination virus using the same. CONSTITUTION: A fluorescent vector pHAVE3 is prepared by amplifying pVIII gene corresponding to 5&#39; region of E3 gene of human Adenovirus type II, a partial sequence(27100-28811bp) having 1,712base, before open reading frame of E3 gene being 19kd, a partial sequence(30,851-32,760bp) having 1,910base, after E3-2 polyadenylation signal corresponding to 3&#39; region of E3 gene; cloning them into SpeI of plasmid pGEMT; and inserting BamH I restriction site",0
51655483,SEED,Methods and compositions for incorporating exogenous sequences into the plant genome,"PROBLEM TO BE SOLVED: To provide a method and composition for stacking parallel or sequentially transgenes in a plant, which produces a plant having a selected phenotype.  SOLUTION: A zinc finger nuclease containing a zinc finger protein that binds to a target site in an AHAS gene encoding an acethydroxy acid synthase (AHAS) protein is provided. Further provided is a method of expressing one or more site-specific nucleases to integrate one or more exogenous sequences into the genome of a plant cell.  [Selection diagram] None","Methods and compositions for incorporating exogenous sequences into the plant genome PROBLEM TO BE SOLVED: To provide a method and composition for stacking parallel or sequentially transgenes in a plant, which produces a plant having a selected phenotype. SOLUTION: A zinc finger nuclease containing a zinc finger protein that binds to a target site in an AHAS gene encoding an acethydroxy acid synthase (AHAS) protein is provided. Further provided is a method of expressing one or more site-specific nucleases to integrate one or more exogenous sequences into the genome of a plant cell. [Selection diagram] None",1
26212725,ANTISEED-manual,Method for analysing human immunodeficiency virus (HIV) phenotypic characteristics,"The present invention relates to a method for analyzing the phenotypic characteristics shown by certain virus strains, particularly human immnunodeficiency viruses, involving the construction of a recombinant virus obtained by homologous recombination.  
     The present invention also relates a kit comprising the primers, vectors, cell hosts, products and reagents required to carry out PCR amplification, and the products and reagents used to detect a marker, for the implementation of the method according to the invention.","Method for analysing human immunodeficiency virus (HIV) phenotypic characteristics The present invention relates to a method for analyzing the phenotypic characteristics shown by certain virus strains, particularly human immnunodeficiency viruses, involving the construction of a recombinant virus obtained by homologous recombination. The present invention also relates a kit comprising the primers, vectors, cell hosts, products and reagents required to carry out PCR amplification, and the products and reagents used to detect a marker, for the implementation of the method according to the invention.",0
9308740,ANTISEED-AF,Oxidation furnace for semiconductor material wafers,"The present invention relates to a wafer oxidation semiconductor material. This oven includes a treatment chamber (10), a porthole (21) transparent to electromagnetic radiation from the visible and near infrared range, formed in the wall of the treatment chamber, exposure cells (40) arranged on the exterior of this chamber, facing the window, the insolation cells comprising in combination emitting means (41) generating electromagnetic radiation included in the visible and near infrared range and reflecting means (42) focusing the generated radiation by the emitting means towards the window (21), and means (70) for supplying the internal space of the treatment chamber with oxidizing gas, under pressure.","Oxidation furnace for semiconductor material wafers The present invention relates to a wafer oxidation semiconductor material. This oven includes a treatment chamber (10), a porthole (21) transparent to electromagnetic radiation from the visible and near infrared range, formed in the wall of the treatment chamber, exposure cells (40) arranged on the exterior of this chamber, facing the window, the insolation cells comprising in combination emitting means (41) generating electromagnetic radiation included in the visible and near infrared range and reflecting means (42) focusing the generated radiation by the emitting means towards the window (21), and means (70) for supplying the internal space of the treatment chamber with oxidizing gas, under pressure.",0
53879230,SEED,Compositions for the inactivation of virus replication and methods of making and using the same,"Provided herein are recombinant constructs, vectors and expression cassettes including a first promoter which is suitably a tRNA promoter operably connected to a first polynucleotide encoding a first single guide RNA and a second promoter operably connected to a second polynucleotide encoding a Cas9 polypeptide. The first single guide RNA includes a first portion complementary to a strand of a target sequence of a DNA virus and a second portion capable of interacting with the Cas9 polypeptide. Also provided are codon optimized Staphylococcus aureus derived Cas9 polynucleotides and polypeptides with nuclear localization signals and optionally an epitope tag. Also provided are constructs for production of sgRNAs including a tRNA. Methods of inhibiting viral replication, inhibiting expression of a target sequence from a virus or treating a viral infection or viral induced cancer using the compositions are also provided.","Compositions for the inactivation of virus replication and methods of making and using the same Provided herein are recombinant constructs, vectors and expression cassettes including a first promoter which is suitably a tRNA promoter operably connected to a first polynucleotide encoding a first single guide RNA and a second promoter operably connected to a second polynucleotide encoding a Cas9 polypeptide. The first single guide RNA includes a first portion complementary to a strand of a target sequence of a DNA virus and a second portion capable of interacting with the Cas9 polypeptide. Also provided are codon optimized Staphylococcus aureus derived Cas9 polynucleotides and polypeptides with nuclear localization signals and optionally an epitope tag. Also provided are constructs for production of sgRNAs including a tRNA. Methods of inhibiting viral replication, inhibiting expression of a target sequence from a virus or treating a viral infection or viral induced cancer using the compositions are also provided.",1
46251464,SEED,17q-linked breast and ovarian cancer susceptibility gene,"The present invention relates generally to the field of human genetics. Specifically, the present invention relates to methods and materials used to isolate and detect a human breast and ovarian cancer predisposing gene (BRCA1), some mutant alleles of which cause susceptibility to cancer, in particular breast and ovarian cancer. More specifically, the invention relates to germline mutations in the BRCA1 gene and their use in the diagnosis of predisposition to breast and ovarian cancer. The present invention further relates to somatic mutations in the BRCA1 gene in human breast and ovarian cancer and their use in the diagnosis and prognosis of human breast and ovarian cancer. Additionally, the invention relates to somatic mutations in the BRCA1 gene in other human cancers and their use in the diagnosis and prognosis of human cancers. The invention also relates to the therapy of human cancers which have a mutation in the BRCA1 gene, including gene therapy, protein replacement therapy and protein mimetics. The invention further relates to the screening of drugs for cancer therapy. Finally, the invention relates to the screening of the BRCA1 gene for mutations, which are useful for diagnosing the predisposition to breast and ovarian cancer.","17q-linked breast and ovarian cancer susceptibility gene The present invention relates generally to the field of human genetics. Specifically, the present invention relates to methods and materials used to isolate and detect a human breast and ovarian cancer predisposing gene (BRCA1), some mutant alleles of which cause susceptibility to cancer, in particular breast and ovarian cancer. More specifically, the invention relates to germline mutations in the BRCA1 gene and their use in the diagnosis of predisposition to breast and ovarian cancer. The present invention further relates to somatic mutations in the BRCA1 gene in human breast and ovarian cancer and their use in the diagnosis and prognosis of human breast and ovarian cancer. Additionally, the invention relates to somatic mutations in the BRCA1 gene in other human cancers and their use in the diagnosis and prognosis of human cancers. The invention also relates to the therapy of human cancers which have a mutation in the BRCA1 gene, including gene therapy, protein replacement therapy and protein mimetics. The invention further relates to the screening of drugs for cancer therapy. Finally, the invention relates to the screening of the BRCA1 gene for mutations, which are useful for diagnosing the predisposition to breast and ovarian cancer.",1
67479511,SEED,Crispr/cas-related methods and compositions for treating herpes simplex virus (hsv) related keratitis,"CRISPR/CAS-related systems, compositions and methods for editing HSV-1 genes in human cells are described, as are cells and compositions including cells edited according to the same. Methods for treating HSV-related keratitis using the said CRISPR/CAS-related systems, compositions and methods are also described.","Crispr/cas-related methods and compositions for treating herpes simplex virus (hsv) related keratitis CRISPR/CAS-related systems, compositions and methods for editing HSV-1 genes in human cells are described, as are cells and compositions including cells edited according to the same. Methods for treating HSV-related keratitis using the said CRISPR/CAS-related systems, compositions and methods are also described.",1
65259858,SEED,A kind of method for creating of the low gossypol Cotton Germplasms of Non-gland body,"The invention belongs to field of plant genetic project technology, and in particular to a kind of method for creating of the low gossypol Cotton Germplasms of Non-gland body.The present invention provides the method for creating the low gossypol cotton material of Non-gland body using CRISPR-Cas9 system.Target site sgRNA1, the sgRNA2 for specifically forming GPGF gene for control cotton glandular development are chosen, stablizes in cotton with Cas9 albumen and expresses, obtains the low gossypol cotton of Non-gland body.The Non-gland body phenotype of transgenic regenerated plant can stablize heredity to the next generation, and gossypol content decline is obvious.The advantages of invention, is that overcoming conventional hybridization method creates Germplasm Resources of Glandless Cotton time long and unstable defect, and is not limited to the receptor kind of cotton.","A kind of method for creating of the low gossypol Cotton Germplasms of Non-gland body The invention belongs to field of plant genetic project technology, and in particular to a kind of method for creating of the low gossypol Cotton Germplasms of Non-gland body.The present invention provides the method for creating the low gossypol cotton material of Non-gland body using CRISPR-Cas9 system.Target site sgRNA1, the sgRNA2 for specifically forming GPGF gene for control cotton glandular development are chosen, stablizes in cotton with Cas9 albumen and expresses, obtains the low gossypol cotton of Non-gland body.The Non-gland body phenotype of transgenic regenerated plant can stablize heredity to the next generation, and gossypol content decline is obvious.The advantages of invention, is that overcoming conventional hybridization method creates Germplasm Resources of Glandless Cotton time long and unstable defect, and is not limited to the receptor kind of cotton.",1
22189246,ANTISEED-AF,Substituted piperazines and processes for their production,"The invention comprises compounds of the formula : &lt;FORM:0850662/IV(b)/1&gt; (wherein R and R1 are the same or different and are bromine or chloride atoms, alkyl groups containing 1 to 3 carbon atoms or alkoxy groups containing 1 to 5 carbon atoms or R can be an alkylmercapto group containing 1 to 5 carbon atoms, R1 being in the 3- or 5-position, and Y is a 2 to 7 carbon straight chain alkyl group or an omega-hydroxy or omega-acyloxy derivative thereof) and acid-addition salts thereof; and their preparation by the following methods (1) reacting the appropriate N-(disubstituted-phenyl)-N&#39;-unsubstituted piperazine with a halide, sulphate or sulphonate of the group Y, conveniently in an anhydrous organic solvent ; (2) reducing a compound of the formula : &lt;FORM:0850662/IV(b)/2&gt; (wherein Z is - CH2 - or &lt; CO and R1 is an alkyl group of at most 4 carbon atoms) catalytically with gaseous hydrogen and a metal catalyst such as copper chromite or by chemical means using sodium and an alcohol or a complex oxidisable metal hydride such as LiAlH4 ; (3) for compounds wherein Y is a -(CH2)3OH group, by reacting the appropriate N-(disubstituted phenyl)-N1-unsubstituted piperazine with allyl alcohol, preferably at 75 DEG  to 100 DEG C.; (4) for compounds wherein Y is -(CH2)2OH, by reacting the appropriate N-(disubstituted phenyl)-N1-unsubstituted piperazine with ethylene oxide at 10 DEG  to 80 DEG C.; (5) for compounds wherein Y is an omega-acyloxy radical, by acylation of the corresponding omega-hydroxy-alkyl compounds; and (6) for compounds wherein Y is an omega-hydroxy-alkyl radical, by hydrolysis or alcoholysis of the corresponding acyloxy compounds.  Examples describe the preparation of compounds of the above general formula wherein R, R1 and Y have the following values : &lt;FORM:0850662/IV(b)/3&gt; Hydrochlorides and hydrobromides of some of the products are prepared and a further list of salt-forming inorganic and organic acids is provided.  4 - (2 : 3 - Dichlorophenyl - 1 - delta - carbometh - oxyvaleryl-piperazine is prepared by refluxing thionyl chloride with monomethyl adipate to give 5-carbomethoxyvaleryl chloride and condensing this with 1-(2 : 3-dichlorophenyl)-piperazine.  Ethyl 4-(5-bromo-2-methoxyphenyl)-1-piperazine butyrate is prepared from 1-(5-bromo-2-methoxyphenyl)-piperazine and ethyl gamma-bromo-butyrate.  Specification 850,663 is referred to.","Substituted piperazines and processes for their production The invention comprises compounds of the formula : &lt;FORM:0850662/IV(b)/1&gt; (wherein R and R1 are the same or different and are bromine or chloride atoms, alkyl groups containing 1 to 3 carbon atoms or alkoxy groups containing 1 to 5 carbon atoms or R can be an alkylmercapto group containing 1 to 5 carbon atoms, R1 being in the 3- or 5-position, and Y is a 2 to 7 carbon straight chain alkyl group or an omega-hydroxy or omega-acyloxy derivative thereof) and acid-addition salts thereof; and their preparation by the following methods (1) reacting the appropriate N-(disubstituted-phenyl)-N&#39;-unsubstituted piperazine with a halide, sulphate or sulphonate of the group Y, conveniently in an anhydrous organic solvent ; (2) reducing a compound of the formula : &lt;FORM:0850662/IV(b)/2&gt; (wherein Z is - CH2 - or &lt; CO and R1 is an alkyl group of at most 4 carbon atoms) catalytically with gaseous hydrogen and a metal catalyst such as copper chromite or by chemical means using sodium and an alcohol or a complex oxidisable metal hydride such as LiAlH4 ; (3) for compounds wherein Y is a -(CH2)3OH group, by reacting the appropriate N-(disubstituted phenyl)-N1-unsubstituted piperazine with allyl alcohol, preferably at 75 DEG to 100 DEG C.; (4) for compounds wherein Y is -(CH2)2OH, by reacting the appropriate N-(disubstituted phenyl)-N1-unsubstituted piperazine with ethylene oxide at 10 DEG to 80 DEG C.; (5) for compounds wherein Y is an omega-acyloxy radical, by acylation of the corresponding omega-hydroxy-alkyl compounds; and (6) for compounds wherein Y is an omega-hydroxy-alkyl radical, by hydrolysis or alcoholysis of the corresponding acyloxy compounds. Examples describe the preparation of compounds of the above general formula wherein R, R1 and Y have the following values : &lt;FORM:0850662/IV(b)/3&gt; Hydrochlorides and hydrobromides of some of the products are prepared and a further list of salt-forming inorganic and organic acids is provided. 4 - (2 : 3 - Dichlorophenyl - 1 - delta - carbometh - oxyvaleryl-piperazine is prepared by refluxing thionyl chloride with monomethyl adipate to give 5-carbomethoxyvaleryl chloride and condensing this with 1-(2 : 3-dichlorophenyl)-piperazine. Ethyl 4-(5-bromo-2-methoxyphenyl)-1-piperazine butyrate is prepared from 1-(5-bromo-2-methoxyphenyl)-piperazine and ethyl gamma-bromo-butyrate. Specification 850,663 is referred to.",0
70416544,SEED,"Polynucleotides, compositions, and methods for polypeptide expression","Compositions and methods for gene editing. In some embodiments, a polynucleotide encoding Cas9 is provided that can provide one or more of improved editing efficiency, reduced immunogenicity, or other benefits.","Polynucleotides, compositions, and methods for polypeptide expression Compositions and methods for gene editing. In some embodiments, a polynucleotide encoding Cas9 is provided that can provide one or more of improved editing efficiency, reduced immunogenicity, or other benefits.",1
68993103,ANTISEED-manual,African swine fever virus synthetic peptide ELISA antibody detection kit,"The invention discloses an ELISA antibody detection kit for African swine fever virus synthetic peptide. The kit comprises an ELISA plate, positive control serum, negative control serum, an ELISA secondary antibody, a sample diluent, a 20-time concentrated washing solution, a substrate solution A, a substrate solution B and a stop solution, wherein the ELISA plate is coated with the African swine fever virus epitope polypeptide composition. The antigen epitope polypeptide composition is one or any combination of more than two of a polypeptide shown as a sequence 1 in a sequence table, a polypeptide shown as a sequence 2 in the sequence table and a polypeptide shown as a sequence 3 in the sequence table. The kit uses chemically synthesized antigen peptide to coat the ELISA plate, has small antigen dosage and high sensitivity and specificity, and can efficiently detect whether the antibody infected with the African swine fever virus exists. The kit has the advantages of high sensitivity, good specificity, convenient operation and good market prospect.","African swine fever virus synthetic peptide ELISA antibody detection kit The invention discloses an ELISA antibody detection kit for African swine fever virus synthetic peptide. The kit comprises an ELISA plate, positive control serum, negative control serum, an ELISA secondary antibody, a sample diluent, a 20-time concentrated washing solution, a substrate solution A, a substrate solution B and a stop solution, wherein the ELISA plate is coated with the African swine fever virus epitope polypeptide composition. The antigen epitope polypeptide composition is one or any combination of more than two of a polypeptide shown as a sequence 1 in a sequence table, a polypeptide shown as a sequence 2 in the sequence table and a polypeptide shown as a sequence 3 in the sequence table. The kit uses chemically synthesized antigen peptide to coat the ELISA plate, has small antigen dosage and high sensitivity and specificity, and can efficiently detect whether the antibody infected with the African swine fever virus exists. The kit has the advantages of high sensitivity, good specificity, convenient operation and good market prospect.",0
